PWM;VTotal;VDiodo;CDiodo
195;4,04;1,01;9,6
200;4,14;1,01;9,95
205;4,22;1;10,24
210;4,29;1,01;10,41
215;4,37;1,01;10,68
220;4,36;1;10,66
225;4,49;1,01;11,05
230;4,55;1,01;11,23
235;4,59;1,01;11,37
240;4,64;1,01;11,54
245;4,69;1,01;11,68
250;4,73;1,01;11,82
255;4,77;1,01;11,95
0;2,26;0,98;4,07
5;0,68;0,68;0,02
10;0,17;0,22;-0,16
15;0,12;0,12;0
20;0,12;0,12;0
25;0,15;0,15;0
30;0,19;0,19;0
35;0,22;0,22;0
40;0,25;0,25;0
45;0,34;0,35;-0,05
50;0,35;0,35;0
55;0,39;0,39;0,02
60;0,43;0,48;-0,16
65;0,52;0,5;0,05
70;0,55;0,55;0
75;0,6;0,6;0,02
80;0,75;0,75;-0,02
85;0,75;0,75;0,02
90;0,81;0,81;0
95;0,98;0,95;0,09
100;1,02;0,94;0,23
105;1,09;0,95;0,43
110;1,27;0,98;0,92
115;1,33;0,97;1,16
120;1,42;0,97;1,43
125;1,65;1;2,08
130;1,75;0,98;2,45
135;1,86;0,98;2,81
140;2,16;1;3,68
145;2,39;0,99;4,44
150;2,44;0,96;4,7
155;2,79;1,01;5,65
160;3,02;0,99;6,42
165;3,08;1;6,59
170;3,39;1,01;7,56
175;3,57;1;8,16
180;3,59;1,01;8,21
185;3,83;1,01;8,95
190;3,96;1,01;9,37
195;4,03;1,01;9,59
200;4,14;1,01;9,93
205;4,23;1,02;10,21
210;4,29;1,01;10,43
215;4,36;1,01;10,66
220;4,43;1;10,88
225;4,48;1,01;11,03
230;4,54;1,01;11,22
235;4,53;1,01;11,19
240;4,64;1,01;11,53
245;4,69;1,01;11,68
250;4,74;1,01;11,84
255;4,78;1,01;11,96
0;2,26;0,98;4,07
5;0,69;0,69;0
10;0,21;0,21;0,02
15;0,12;0,12;0
20;0,12;0,12;0
25;0,15;0,15;0
30;0,22;0,21;0,06
35;0,22;0,22;0
40;0,26;0,25;0,02
45;0,27;0,34;-0,22
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,43;0,02
65;0,56;0,52;0,11
70;0,55;0,55;0
75;0,61;0,6;0,02
80;0,74;0,75;-0,03
85;0,76;0,75;0,03
90;0,82;0,82;0,02
95;0,97;0,95;0,06
100;1,11;0,94;0,54
105;1,09;0,95;0,43
110;1,26;0,98;0,88
115;1,42;0,97;1,43
120;1,42;0,97;1,44
125;1,64;1;2,05
130;1,83;0,98;2,68
135;1,87;0,98;2,82
140;2,16;1;3,66
145;2,38;1;4,39
150;2,45;0,98;4,65
155;2,78;1,01;5,63
160;3,02;1;6,39
165;3,08;0,98;6,69
170;3,39;1,01;7,54
175;3,57;1,02;8,1
180;3,6;1;8,24
185;3,84;1,01;8,97
190;3,96;1,01;9,36
195;3,96;1,01;9,37
200;4,14;1,01;9,93
205;4,23;1,01;10,23
210;4,28;1,01;10,4
215;4,36;1,01;10,66
220;4,43;1,01;10,88
225;4,48;1,01;11,03
230;4,55;1,01;11,23
235;4,59;1;11,42
240;4,64;1,01;11,54
245;4,69;1,01;11,68
250;4,73;1,01;11,81
255;4,77;1,01;11,95
0;2,26;0,98;4,05
5;0,69;0,69;0
10;0,21;0,21;0
15;0,13;0,12;0,02
20;0,13;0,12;0,02
25;0,15;0,15;0
30;0,22;0,2;0,08
35;0,22;0,22;0,02
40;0,26;0,25;0,02
45;0,33;0,35;-0,06
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,4;0,11
65;0,56;0,51;0,16
70;0,56;0,55;0,02
75;0,6;0,6;0
80;0,74;0,75;-0,02
85;0,76;0,75;0,02
90;0,82;0,81;0,02
95;0,97;0,95;0,08
100;1,02;0,94;0,25
105;1,09;0,95;0,43
110;1,27;0,98;0,9
115;1,35;0,97;1,21
120;1,42;0,97;1,44
125;1,65;1;2,06
130;1,84;0,98;2,72
135;1,87;0,98;2,82
140;2,16;1;3,66
145;2,38;0,99;4,41
150;2,45;0,98;4,65
155;2,79;1,01;5,65
160;3,02;1;6,41
165;3,08;0,98;6,69
170;3,39;1,01;7,56
175;3,57;1,03;8,08
180;3,59;1,01;8,21
185;3,83;1,01;8,95
190;3,96;1,02;9,33
195;4,02;1,01;9,57
200;4,14;1,01;9,95
205;4,23;1,01;10,23
210;4,29;1,01;10,41
215;4,36;1,01;10,64
220;4,43;1;10,89
225;4,49;1,01;11,05
230;4,54;1,01;11,22
235;4,54;1;11,22
240;4,64;1,01;11,53
245;4,69;1,01;11,68
250;4,73;1,01;11,82
255;4,78;1,01;11,96
0;2,26;0,98;4,07
5;0,69;0,69;0
10;0,21;0,21;0
15;0,13;0,12;0,02
20;0,12;0,12;0
25;0,15;0,15;0
30;0,22;0,21;0,03
35;0,22;0,22;0,02
40;0,26;0,25;0,02
45;0,25;0,35;-0,29
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,43;0,02
65;0,56;0,52;0,14
70;0,55;0,55;0
75;0,6;0,6;0
80;0,73;0,74;-0,03
85;0,76;0,76;0,02
90;0,82;0,82;0,02
95;0,96;0,95;0,05
100;1,11;0,95;0,51
105;1,09;0,95;0,43
110;1,26;0,98;0,88
115;1,41;0,97;1,38
120;1,42;0,97;1,44
125;1,64;1;2,05
130;1,83;0,99;2,67
135;1,87;0,98;2,82
140;2,15;1,01;3,63
145;2,38;1;4,38
150;2,45;0,99;4,65
155;2,78;1,01;5,63
160;3,02;1,03;6,32
165;3,08;0,99;6,66
170;3,39;1,01;7,54
175;3,57;1,01;8,13
180;3,59;1;8,24
185;3,83;1,01;8,95
190;3,96;1,01;9,37
195;3,96;1,01;9,39
200;4,14;1,01;9,93
205;4,23;1,01;10,21
210;4,29;1,01;10,41
215;4,36;1,01;10,66
220;4,43;1;10,89
225;4,48;1,01;11,03
230;4,54;1,01;11,22
235;4,55;1;11,26
240;4,64;1,01;11,54
245;4,69;1,01;11,68
250;4,73;1,01;11,82
255;4,78;1,01;11,96
0;2,26;0,98;4,07
5;0,69;0,69;0,02
10;0,21;0,21;0
15;0,13;0,12;0,02
20;0,13;0,12;0,02
25;0,15;0,15;0
30;0,22;0,2;0,08
35;0,22;0,22;-0,02
40;0,26;0,25;0,02
45;0,33;0,35;-0,06
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,4;0,11
65;0,58;0,51;0,22
70;0,55;0,55;0
75;0,61;0,6;0,02
80;0,74;0,75;-0,03
85;0,76;0,75;0,02
90;0,82;0,81;0,02
95;0,97;0,95;0,08
100;1,02;0,94;0,25
105;1,09;0,95;0,43
110;1,27;0,98;0,9
115;1,43;0,97;1,47
120;1,42;0,97;1,44
125;1,65;1;2,06
130;1,84;0,98;2,73
135;1,87;0,98;2,82
140;2,16;1;3,66
145;2,38;0,99;4,42
150;2,45;0,98;4,67
155;2,78;1,01;5,63
160;3,02;1;6,42
165;3,08;0,99;6,63
170;3,39;1,01;7,56
175;3,57;1,01;8,15
180;3,59;1,01;8,21
185;3,84;1,01;8,97
190;3,96;1,01;9,37
195;4,02;1,01;9,57
200;4,14;1,01;9,95
205;4,23;1,02;10,19
210;4,29;1,01;10,41
215;4,36;1,01;10,66
220;4,43;1;10,88
225;4,49;1,01;11,05
230;4,55;1,01;11,23
235;4,54;1,01;11,2
240;4,64;1,01;11,53
245;4,69;1,01;11,68
250;4,73;1,01;11,81
255;4,77;1,01;11,95
0;2,26;0,98;4,07
5;0,69;0,68;0,02
10;0,21;0,17;0,12
15;0,12;0,12;0
20;0,12;0,12;0
25;0,15;0,15;0
30;0,27;0,19;0,25
35;0,22;0,22;0,02
40;0,25;0,25;0
45;0,33;0,35;-0,06
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,4;0,11
65;0,59;0,51;0,26
70;0,55;0,55;0
75;0,6;0,6;0
80;0,74;0,75;-0,03
85;0,76;0,75;0,02
90;0,82;0,81;0,02
95;0,97;0,95;0,06
100;1,03;0,94;0,28
105;1,09;0,95;0,42
110;1,27;0,99;0,88
115;1,43;0,97;1,46
120;1,42;0,97;1,44
125;1,65;1;2,06
130;1,83;0,98;2,7
135;1,87;0,98;2,82
140;2,16;1;3,66
145;2,38;1;4,39
150;2,45;0,98;4,67
155;2,78;1,01;5,63
160;3,02;1,01;6,36
165;3,08;0,98;6,69
170;3,39;1,01;7,54
175;3,57;1,02;8,1
180;3,59;1;8,22
185;3,83;1,01;8,95
190;3,96;1,01;9,36
195;3,96;1,01;9,37
200;4,14;1,01;9,93
205;4,23;1,01;10,24
210;4,29;1,01;10,41
215;4,36;1,01;10,66
220;4,43;1;10,89
225;4,48;1,01;11,03
230;4,54;1,01;11,22
235;4,54;1;11,22
240;4,64;1,01;11,53
245;4,69;1,01;11,68
250;4,73;1,01;11,82
255;4,78;1,01;11,96
0;2,26;0,98;4,07
5;0,69;0,69;0
10;0,21;0,21;0
15;0,13;0,12;0,02
20;0,12;0,12;0
25;0,15;0,15;0
30;0,22;0,27;-0,16
35;0,22;0,22;0
40;0,26;0,26;0
45;0,29;0,33;-0,12
50;0,36;0,35;0,02
55;0,39;0,39;0
60;0,43;0,43;0,02
65;0,56;0,6;-0,14
70;0,56;0,55;0,02
75;0,61;0,6;0,02
80;0,74;0,75;-0,03
85;0,76;0,75;0,02
90;0,82;0,81;0,02
95;0,97;0,95;0,08
100;1,03;0,94;0,28
105;1,09;0,95;0,43
110;1,26;0,98;0,88
115;1,43;0,97;1,46
120;1,42;0,97;1,44
125;1,65;1;2,06
130;1,83;0,98;2,7
135;1,87;0,98;2,82
140;2,16;1;3,66
145;2,38;0,99;4,41
150;2,45;0,99;4,64
155;2,78;1,01;5,63
160;3,02;1;6,39
165;3,08;0,97;6,7
170;3,39;1,01;7,54
175;3,57;1,03;8,08
180;3,59;1;8,22
185;3,84;1,01;8,97
190;3,96;1,01;9,37
195;3,96;1,01;9,37
200;4,14;1,01;9,93
205;4,23;1,01;10,23
210;4,29;1,01;10,41
215;4,36;1,01;10,64
220;4,43;1;10,89
225;4,48;1,01;11,03
230;4,55;1,01;11,23
235;4,55;1;11,25
240;4,64;1,01;11,54
245;4,69;1,01;11,68
250;4,73;1,01;11,82
255;4,77;1,01;11,95
0;2,26;0,98;4,05
5;0,69;0,69;0
10;0,21;0,21;0
15;0,12;0,12;0
20;0,13;0,12;0,02
25;0,15;0,15;0,02
30;0,22;0,2;0,08
35;0,22;0,22;0
40;0,25;0,25;0
45;0,29;0,33;-0,12
50;0,36;0,35;0,02
55;0,39;0,39;0
60;0,43;0,43;0
65;0,56;0,59;-0,11
70;0,56;0,55;0,02
75;0,61;0,6;0,02
80;0,74;0,75;-0,03
85;0,76;0,75;0,03
90;0,82;0,82;0,02
95;0,97;0,95;0,06
100;1,11;0,94;0,53
105;1,09;0,95;0,43
110;1,26;0,98;0,88
115;1,42;0,97;1,43
120;1,42;0,97;1,44
125;1,64;1;2,05
130;1,83;0,99;2,67
135;1,87;0,98;2,84
140;2,15;1;3,65
145;2,38;1;4,36
150;2,45;0,98;4,67
155;2,78;1,01;5,63
160;3,02;1,03;6,3
165;3,08;0,99;6,64
170;3,39;1,01;7,54
175;3,57;1,01;8,13
180;3,6;1;8,25
185;3,83;1,01;8,95
190;3,96;1,01;9,37
195;3,95;1,01;9,36
200;4,14;1,01;9,95
205;4,23;1,01;10,23
210;4,29;1,01;10,41
215;4,37;1,01;10,66
220;4,44;1;10,91
225;4,48;1,01;11,03
230;4,55;1,01;11,23
235;4,54;1;11,25
240;4,64;1,01;11,53
245;4,69;1,01;11,68
250;4,73;1,01;11,81
255;4,77;1,01;11,95
0;2,26;0,98;4,07
5;0,69;0,69;0
10;0,21;0,21;0
15;0,13;0,12;0,02
20;0,13;0,12;0,02
25;0,15;0,15;0
30;0,22;0,2;0,08
35;0,22;0,22;0,02
40;0,26;0,25;0,02
45;0,32;0,35;-0,08
50;0,36;0,35;0,02
55;0,39;0,39;0
60;0,43;0,46;-0,08
65;0,6;0,51;0,28
70;0,55;0,55;0,02
75;0,6;0,6;0,02
80;0,74;0,75;-0,03
85;0,75;0,75;0
90;0,82;0,81;0,02
95;0,97;0,95;0,08
100;1,02;0,94;0,25
105;1,09;0,95;0,42
110;1,27;0,98;0,9
115;1,43;0,97;1,47
120;1,42;0,97;1,44
125;1,65;1;2,06
130;1,84;0,98;2,73
135;1,87;0,98;2,82
140;2,16;1;3,66
145;2,38;0,99;4,42
150;2,45;0,98;4,67
155;2,79;1,01;5,65
160;3,02;1;6,42
165;3,08;1;6,63
170;3,39;1,01;7,56
175;3,57;1,01;8,15
180;3,59;1,01;8,21
185;3,83;1,01;8,95
190;3,96;1,02;9,33
195;4,03;1,01;9,57
200;4,14;1,01;9,95
205;4,23;1,02;10,21
210;4,29;1,01;10,41
215;4,36;1,01;10,64
220;4,43;1;10,88
225;4,48;1,01;11,03
230;4,54;1,01;11,22
235;4,53;1,01;11,19
240;4,64;1,01;11,54
245;4,69;1,01;11,7
250;4,73;1,01;11,82
255;4,78;1,01;11,96
0;2,26;0,98;4,07
5;0,69;0,68;0,02
10;0,21;0,2;0,03
15;0,12;0,12;0
20;0,12;0,12;0
25;0,15;0,15;0
30;0,23;0,2;0,09
35;0,22;0,22;0,02
40;0,25;0,25;0
45;0,25;0,35;-0,29
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,43;0
65;0,56;0,53;0,09
70;0,56;0,55;0,02
75;0,6;0,6;0
80;0,73;0,74;-0,03
85;0,76;0,76;0,02
90;0,82;0,82;0,02
95;0,96;0,95;0,05
100;1,09;0,95;0,45
105;1,09;0,95;0,45
110;1,26;0,98;0,87
115;1,41;0,98;1,37
120;1,42;0,97;1,44
125;1,64;1;2,05
130;1,82;1;2,61
135;1,87;0,98;2,84
140;2,15;1;3,65
145;2,38;1,03;4,28
150;2,45;0,99;4,65
155;2,78;1,01;5,62
160;3,02;1,01;6,36
165;3,08;0,99;6,66
170;3,39;1,01;7,54
175;3,57;1,01;8,11
180;3,6;0,98;8,32
185;3,84;1,01;8,97
190;3,96;1,01;9,36
195;3,95;1,01;9,36
200;4,14;1,01;9,93
205;4,23;1,01;10,23
210;4,28;1,01;10,4
215;4,36;1,01;10,66
220;4,43;1,02;10,85
225;4,48;1,01;11,02
230;4,55;1,01;11,23
235;4,59;1;11,42
240;4,64;1,01;11,54
245;4,69;1,01;11,68
250;4,73;1,01;11,81
255;4,77;1,01;11,95
0;2,26;0,98;4,05
5;0,69;0,69;0,02
10;0,21;0,21;0
15;0,13;0,12;0,02
20;0,13;0,12;0,02
25;0,15;0,15;0
30;0,22;0,2;0,08
35;0,22;0,22;0,02
40;0,26;0,25;0,02
45;0,32;0,35;-0,08
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,4;0,09
65;0,56;0,51;0,16
70;0,55;0,55;0
75;0,6;0,6;0
80;0,74;0,75;-0,03
85;0,76;0,75;0,02
90;0,82;0,82;0
95;0,96;0,94;0,06
100;1,09;0,95;0,45
105;1,09;0,95;0,43
110;1,26;0,98;0,87
115;1,41;0,98;1,37
120;1,42;0,97;1,44
125;1,64;1;2,05
130;1,83;0,99;2,65
135;1,87;0,98;2,84
140;2,15;1;3,65
145;2,38;1,03;4,28
150;2,45;0,98;4,67
155;2,78;1,01;5,62
160;3,02;1,03;6,32
165;3,09;0,99;6,66
170;3,39;1,01;7,54
175;3,57;1,01;8,13
180;3,6;0,98;8,32
185;3,83;1,01;8,95
190;3,96;1,01;9,37
195;3,95;1,01;9,36
200;4,14;1,01;9,93
205;4,23;1,01;10,24
210;4,29;1,01;10,41
215;4,36;1,01;10,66
220;4,44;1,01;10,89
225;4,48;1,01;11,03
230;4,54;1,01;11,22
235;4,59;1;11,4
240;4,64;1,01;11,53
245;4,69;1,01;11,68
250;4,73;1,01;11,82
255;4,78;1,01;11,96
0;2,26;0,98;4,07
5;0,69;0,69;0
10;0,21;0,21;0
15;0,13;0,12;0,02
20;0,12;0,13;-0,02
25;0,15;0,15;0
30;0,22;0,27;-0,16
35;0,22;0,22;0,02
40;0,26;0,25;0,02
45;0,25;0,35;-0,29
50;0,35;0,35;0,02
55;0,39;0,39;0
60;0,43;0,39;0,12
65;0,59;0,51;0,26
70;0,55;0,55;0
75;0,61;0,6;0,03
80;0,74;0,75;-0,03
85;0,76;0,75;0,02
90;0,82;0,82;0
95;0,97;0,95;0,06
100;1,03;0,94;0,26
105;1,09;0,95;0,42
110;1,27;0,98;0,9
115;1,43;0,97;1,46
120;1,42;0,97;1,44
125;1,65;1;2,06
130;1,83;0,98;2,7
135;1,87;0,98;2,82
140;2,16;1;3,66
145;2,38;0,99;4,41
150;2,45;0,98;4,65
155;2,78;1,01;5,63
160;3,02;1;6,39
165;3,08;0,98;6,69
170;3,39;1,01;7,54
175;3,57;1,03;8,08
180;3,59;1;8,22
185;3,84;1,01;8,97
190;3,96;1,01;9,37
195;3,96;1,01;9,39
200;4,14;1,01;9,93
205;4,23;1,01;10,23
210;4,29;1,01;10,41
215;4,36;1,01;10,66
220;4,43;1;10,89
225;4,48;1,01;11,03
230;4,55;1,01;11,23
235;4,54;1,01;11,22
240;4,64;1,01;11,54
245;4,69;1,01;11,68
250;4,73;1,01;11,82
255;4,77;1,01;11,95
0;2,26;0,98;4,05
5;0,69;0,68;0,02
10;0,21;0,21;0
15;0,12;0,12;0,02
20;0,12;0,12;0
25;0,15;0,15;0
30;0,22;0,2;0,08
35;0,22;0,22;0,02
40;0,25;0,25;0
45;0,25;0,35;-0,29
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,43;0,02
65;0,56;0,52;0,12
70;0,55;0,55;0
75;0,61;0,6;0,02
80;0,74;0,75;-0,03
85;0,76;0,75;0,02
90;0,82;0,81;0,02
95;0,97;0,95;0,06
100;1,04;0,94;0,31
105;1,09;0,95;0,43
110;1,26;0,98;0,88
115;1,42;0,97;1,43
120;1,42;0,97;1,44
125;1,65;1;2,06
130;1,83;0,98;2,7
135;1,87;0,98;2,84
140;2,16;1;3,66
145;2,38;0,99;4,39
150;2,45;0,98;4,65
155;2,78;1,01;5,63
160;3,02;1,01;6,36
165;3,08;0,98;6,69
170;3,39;1,01;7,56
175;3,57;1,03;8,08
180;3,6;1;8,24
185;3,84;1,01;8,97
190;3,96;1,01;9,36
195;3,96;1,01;9,37
200;4,14;1,01;9,95
205;4,23;1,01;10,24
210;4,29;1,01;10,41
215;4,37;1,01;10,68
220;4,44;1;10,91
225;4,49;1,01;11,05
230;4,55;1,01;11,23
235;4,54;1;11,22
240;4,64;1,01;11,53
245;4,69;1,01;11,68
250;4,73;1,01;11,82
255;4,78;1,01;11,96
0;2,26;0,98;4,07
5;0,69;0,68;0,02
10;0,21;0,21;0
15;0,12;0,12;0
20;0,13;0,12;0,02
25;0,15;0,15;-0,02
30;0,26;0,19;0,23
35;0,22;0,22;0,02
40;0,25;0,25;0
45;0,33;0,35;-0,06
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,4;0,11
65;0,58;0,51;0,22
70;0,55;0,55;0
75;0,6;0,6;0
80;0,74;0,75;-0,03
85;0,76;0,75;0,02
90;0,82;0,82;0,02
95;0,97;0,94;0,08
100;1,11;0,94;0,56
105;1,09;0,94;0,45
110;1,26;0,98;0,9
115;1,42;0,96;1,46
120;1,42;0,96;1,47
125;1,64;0,99;2,08
130;1,83;0,97;2,72
135;1,87;0,97;2,85
140;2,16;0,99;3,69
145;2,38;0,98;4,44
150;2,45;0,97;4,69
155;2,78;1;5,66
160;3,02;0,99;6,45
165;3,08;0,96;6,75
170;3,39;0,99;7,6
175;3,57;1,01;8,15
180;3,59;0,99;8,27
185;3,83;0,99;9,01
190;3,96;1;9,39
195;3,96;0,99;9,43
200;4,14;0,99;10,01
205;4,23;0,99;10,29
210;4,29;0,99;10,47
215;4,36;0,98;10,72
220;4,42;0,98;10,94
225;4,48;0,98;11,11
230;4,54;0,98;11,3
235;4,53;0,98;11,28
240;4,64;0,98;11,64
245;4,69;0,98;11,78
250;4,73;0,98;11,92
255;4,77;0,98;12,04
0;2,25;0,95;4,14
5;0,68;0,68;0,02
10;0,21;0,17;0,12
15;0,12;0,12;0
20;0,12;0,13;-0,02
25;0,15;0,15;0
30;0,21;0,19;0,05
35;0,22;0,22;0
40;0,26;0,25;0,02
45;0,34;0,36;-0,05
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,48;-0,16
65;0,52;0,5;0,06
70;0,55;0,55;0
75;0,6;0,6;0
80;0,74;0,75;-0,03
85;0,76;0,75;0,02
90;0,82;0,81;0,02
95;0,97;0,9;0,23
100;1,02;0,88;0,42
105;1,08;0,89;0,61
110;1,26;0,92;1,07
115;1,34;0,9;1,38
120;1,41;0,9;1,61
125;1,64;0,93;2,25
130;1,83;0,92;2,9
135;1,86;0,91;2,99
140;2,15;0,94;3,83
145;2,38;0,92;4,61
150;2,44;0,92;4,83
155;2,77;0,94;5,8
160;3,01;0,93;6,61
165;3,07;0,93;6,8
170;3,38;0,94;7,74
175;3,57;0,93;8,36
180;3,59;0,94;8,43
185;3,83;0,94;9,19
190;3,95;0,94;9,56
195;4,02;0,94;9,79
200;4,13;0,94;10,15
205;4,22;0,93;10,44
210;4,28;0,94;10,61
215;4,36;0,93;10,88
220;4,42;0,93;11,09
225;4,48;0,93;11,26
230;4,54;0,93;11,45
235;4,53;0,93;11,44
240;4,64;0,93;11,78
245;4,68;0,93;11,92
250;4,72;0,93;12,04
255;4,77;0,93;12,2
0;2,25;0,89;4,3
5;0,68;0,67;0,02
10;0,21;0,17;0,12
15;0,12;0,12;0,02
20;0,12;0,12;0
25;0,15;0,15;0
30;0,21;0,19;0,05
35;0,22;0,22;0
40;0,26;0,25;0,02
45;0,34;0,36;-0,05
50;0,35;0,35;0
55;0,39;0,39;0
60;0,43;0,47;-0,14
65;0,52;0,51;0,05
70;0,55;0,55;0,02
75;0,6;0,59;0,05
80;0,75;0,76;-0,03
85;0,75;0,75;0,02
90;0,81;0,79;0,06
95;0,97;0,85;0,39
100;1;0,84;0,53
105;1,07;0,84;0,73
110;1,26;0,87;1,24
115;1,31;0,85;1,47
120;1,4;0,86;1,74
125;1,64;0,88;2,41
130;1,72;0,87;2,72
135;1,84;0,86;3,12
140;2,15;0,89;3,99
145;2,26;0,87;4,41
150;2,42;0,88;4,89
155;2,77;0,89;5,96
160;2,91;0,88;6,44
165;3,06;0,89;6,89
170;3,38;0,9;7,87
175;3,55;0,88;8,46
180;3,67;0,9;8,78
185;3,83;0,9;9,29
190;3,95;0,89;9,71
195;4,03;0,89;9,95
200;4,13;0,9;10,27
205;4,22;0,89;10,58
210;4,29;0,89;10,77
215;4,36;0,89;11
220;4,35;0,88;11,02
225;4,48;0,89;11,37
230;4,54;0,89;11,58
235;4,58;0,89;11,71
240;4,63;0,89;11,89
245;4,68;0,89;12,04
250;4,73;0,89;12,18
255;4,77;0,89;12,32
0;2,25;0,86;4,42
5;0,67;0,66;0,02
10;0,16;0,21;-0,16
15;0,12;0,12;-0,02
20;0,12;0,12;0
25;0,15;0,1;0,14
30;0,19;0,19;0
35;0,22;0,22;0
40;0,25;0,25;0
45;0,35;0,33;0,08
50;0,35;0,35;0,02
55;0,39;0,39;0,02
60;0,49;0,5;-0,03
65;0,5;0,5;0
70;0,55;0,55;0
75;0,6;0,65;-0,16
80;0,75;0,7;0,17
85;0,75;0,73;0,08
90;0,81;0,74;0,22
95;0,98;0,81;0,54
100;0,99;0,79;0,64
105;1,07;0,8;0,85
110;1,27;0,83;1,4
115;1,3;0,81;1,55
120;1,39;0,79;1,92
125;1,64;0,84;2,53
130;1,7;0,82;2,79
135;1,83;0,84;3,15
140;2,14;0,85;4,1
145;2,24;0,84;4,47
150;2,5;0,86;5,23
155;2,76;0,86;6,04
160;2,87;0,84;6,45
165;3,16;0,86;7,29
170;3,37;0,86;7,98
175;3,45;0,85;8,24
180;3,68;0,86;8,94
185;3,83;0,87;9,4
190;3,85;0,85;9,53
195;4,03;0,86;10,05
200;4,13;0,86;10,4
205;4,13;0,85;10,41
210;4,28;0,86;10,86
215;4,35;0,86;11,09
220;4,4;0,86;11,23
225;4,48;0,86;11,48
230;4,54;0,86;11,68
235;4,58;0,86;11,82
240;4,63;0,86;11,99
245;4,68;0,86;12,13
250;4,72;0,86;12,27
255;4,76;0,86;12,4
0;2,24;0,82;4,5
5;0,66;0,65;0,02
10;0,21;0,21;0,02
15;0,12;0,12;0
20;0,12;0,12;0
25;0,12;0,19;-0,22
30;0,19;0,19;0
35;0,22;0,22;0
40;0,25;0,25;0
45;0,39;0,31;0,23
50;0,35;0,35;0
55;0,39;0,39;0,02
60;0,49;0,5;-0,03
65;0,5;0,5;0,02
70;0,55;0,54;0,02
75;0,66;0,66;-0,02
80;0,69;0,67;0,06
85;0,74;0,7;0,12
90;0,78;0,75;0,09
95;0,98;0,77;0,68
100;0,99;0,76;0,73
105;1,06;0,78;0,87
110;1,27;0,8;1,51
115;1,29;0,78;1,63
120;1,45;0,8;2,05
125;1,64;0,81;2,64
130;1,69;0,79;2,85
135;1,93;0,82;3,52
140;2,14;0,82;4,19
145;2,22;0,8;4,52
150;2,52;0,83;5,38
155;2,77;0,83;6,14
160;2,86;0,81;6,5
165;3,16;0,83;7,4
170;3,37;0,84;8,05
175;3,43;0,82;8,29
180;3,68;0,84;9,01
185;3,82;0,84;9,48
190;3,84;0,82;9,57
195;4,03;0,84;10,13
200;4,13;0,84;10,46
205;4,12;0,83;10,44
210;4,28;0,84;10,94
215;4,36;0,84;11,19
220;4,41;0,84;11,34
225;4,48;0,83;11,58
230;4,54;0,83;11,76
235;4,58;0,83;11,9
240;4,63;0,83;12,06
245;4,63;0,83;12,06
250;4,72;0,83;12,35
255;4,76;0,83;12,47
0;2,24;0,79;4,59
5;0,65;0,64;0,03
10;0,2;0,2;0
15;0,12;0,12;0,02
20;0,12;0,12;0
25;0,19;0,17;0,06
30;0,19;0,19;0
35;0,22;0,22;0
