PWM;VTotal;VDiodo;CDiodo
170;3,28;0,49;0,01
175;3,48;0,49;0,01
180;3,51;0,48;0,01
185;3,76;0,49;0,01
190;3,9;0,5;0,01
195;3,89;0,49;0,01
200;4,08;0,5;0,01
205;4,17;0,5;0,01
210;4,16;0,49;0,01
215;4,32;0,5;0,01
220;4,39;0,5;0,01
225;4,38;0,49;0,01
230;4,51;0,5;0,01
235;4,57;0,5;0,01
240;4,61;0,49;0,01
245;4,66;0,5;0,01
250;4,7;0,5;0,01
255;4,74;0,5;0,01
0;2,2;0,46;0,01
5;0,7;0,4;0
10;0,19;0,19;0
15;0,12;0,12;0
20;0,12;0,12;0
25;0,16;0,16;0
30;0,18;0,18;0
35;0,22;0,22;0
40;0,28;0,3;0
45;0,3;0,29;0
50;0,34;0,32;0
55;0,38;0,35;0
60;0,46;0,37;0
65;0,48;0,37;0
70;0,53;0,38;0
75;0,66;0,41;0
80;0,66;0,4;0
85;0,71;0,4;0
90;0,85;0,43;0
95;0,9;0,42;0
100;0,94;0,42;0
105;1,08;0,43;0
110;1,23;0,48;0
115;1,24;0,43;0
120;1,41;0,45;0
125;1,59;0,46;0
130;1,63;0,44;0
135;1,84;0,46;0
140;2,06;0,47;0,01
145;2,14;0,46;0,01
150;2,41;0,47;0,01
155;2,67;0,48;0,01
160;2,78;0,47;0,01
165;3,06;0,49;0,01
170;3,29;0,49;0,01
175;3,39;0,48;0,01
180;3,6;0,49;0,01
185;3,76;0,5;0,01
190;3,89;0,49;0,01
195;3,97;0,5;0,01
200;4,08;0,5;0,01
205;4,18;0,51;0,01
210;4,24;0,5;0,01
215;4,33;0,5;0,01
220;4,4;0,5;0,01
225;4,44;0,5;0,01
230;4,51;0,5;0,01
235;4,56;0,5;0,01
240;4,6;0,5;0,01
245;4,65;0,5;0,01
250;4,7;0,5;0,01
255;4,74;0,5;0,01
0;2,2;0,46;0,01
5;0,68;0,4;0
10;0,21;0,21;0
15;0,12;0,12;0
20;0,15;0,14;0
25;0,15;0,15;0
30;0,18;0,18;0
35;0,22;0,18;0
40;0,27;0,26;0
45;0,3;0,29;0
50;0,34;0,32;0
55;0,44;0,41;0
60;0,44;0,36;0
65;0,48;0,37;0
70;0,58;0,4;0
75;0,61;0,39;0
80;0,65;0,4;0
85;0,7;0,41;0
90;0,87;0,46;0
95;0,87;0,42;0
100;0,93;0,41;0
105;1,12;0,44;0
110;1,14;0,43;0
115;1,22;0,43;0
120;1,45;0,45;0
125;1,51;0,44;0
130;1,6;0,44;0
135;1,88;0,46;0
140;2,09;0,46;0,01
145;2,12;0,46;0,01
150;2,45;0,48;0,01
155;2,69;0,48;0,01
160;2,75;0,47;0,01
165;3,09;0,49;0,01
170;3,3;0,51;0,01
175;3,34;0,47;0,01
180;3,62;0,49;0,01
185;3,77;0,5;0,01
190;3,77;0,47;0,01
195;3,99;0,5;0,01
200;4,1;0,5;0,01
205;4,08;0,47;0,01
210;4,25;0,5;0,01
215;4,33;0,5;0,01
220;4,31;0,49;0,01
225;4,44;0,5;0,01
230;4,5;0,5;0,01
235;4,49;0,5;0,01
240;4,6;0,5;0,01
245;4,65;0,5;0,01
250;4,7;0,5;0,01
255;4,75;0,5;0,01
0;2,21;0,46;0,01
5;0,67;0,4;0
10;0,2;0,2;0
15;0,12;0,07;0
20;0,13;0,13;0
25;0,15;0,15;0
30;0,18;0,18;0
35;0,26;0,24;0
40;0,26;0,26;0
45;0,3;0,29;0
50;0,29;0,35;0
55;0,4;0,35;0
60;0,43;0,36;0
65;0,47;0,33;0
70;0,61;0,4;0
75;0,6;0,39;0
80;0,65;0,4;0
85;0,79;0,42;0
90;0,81;0,41;0
95;0,86;0,42;0
100;1,01;0,43;0
105;1,16;0,43;0
110;1,13;0,43;0
115;1,3;0,44;0
120;1,46;0,49;0
125;1,48;0,44;0
130;1,7;0,46;0
135;1,9;0,46;0
140;1,95;0,45;0
145;2,23;0,47;0,01
150;2,46;0,48;0,01
155;2,56;0,47;0,01
160;2,86;0,48;0,01
165;3,09;0,49;0,01
170;3,18;0,48;0,01
175;3,45;0,49;0,01
180;3,63;0,49;0,01
185;3,68;0,48;0,01
190;3,87;0,5;0,01
195;4;0,5;0,01
200;4,09;0,49;0,01
205;4,16;0,5;0,01
210;4,25;0,5;0,01
215;4,32;0,51;0,01
220;4,37;0,5;0,01
225;4,45;0,5;0,01
230;4,51;0,5;0,01
235;4,56;0,5;0,01
240;4,61;0,5;0,01
245;4,66;0,5;0,01
250;4,7;0,5;0,01
255;4,75;0,5;0,01
0;2,2;0,46;0,01
5;0,65;0,4;0
10;0,2;0,2;0
15;0,13;0,12;0
20;0,12;0,12;0
25;0,15;0,15;0
30;0,14;0,22;0
35;0,22;0,22;0
40;0,26;0,25;0
45;0,29;0,24;0
50;0,37;0,33;0
55;0,39;0,35;0
60;0,43;0,36;0
65;0,55;0,39;0
70;0,54;0,38;0
75;0,59;0,39;0
80;0,7;0,41;0
85;0,75;0,41;0
90;0,79;0,41;0
95;0,82;0,42;0
100;1,04;0,46;0
105;1,04;0,42;0
110;1,11;0,43;0
115;1,33;0,45;0
120;1,36;0,43;0
125;1,46;0,44;0
130;1,73;0,46;0
135;1,79;0,45;0
140;1,93;0,46;0
145;2,25;0,47;0,01
150;2,37;0,46;0,01
155;2,53;0,47;0,01
160;2,88;0,49;0,01
165;3,1;0,48;0,01
170;3,16;0,48;0,01
175;3,47;0,49;0,01
180;3,64;0,49;0,01
185;3,65;0,49;0,01
190;3,89;0,5;0,01
195;4;0,51;0,01
200;3,99;0,5;0,01
205;4,16;0,5;0,01
210;4,25;0,5;0,01
215;4,29;0,5;0,01
220;4,38;0,5;0,01
225;4,45;0,5;0,01
230;4,49;0,5;0,01
235;4,56;0,5;0,01
240;4,61;0,5;0,01
245;4,65;0,5;0,01
250;4,7;0,5;0,01
255;4,74;0,5;0,01
0;2,2;0,46;0,01
5;0,64;0,4;0
10;0,21;0,2;0
15;0,12;0,12;0
20;0,12;0,12;0
25;0,15;0,1;0
30;0,19;0,19;0
35;0,22;0,22;0
40;0,25;0,25;0
45;0,35;0,31;0
50;0,35;0,32;0
55;0,38;0,34;0
60;0,47;0,38;0
65;0,5;0,38;0
70;0,54;0,38;0
75;0,58;0,39;0
80;0,73;0,42;0
85;0,72;0,4;0
90;0,78;0,41;0
95;0,94;0,43;0
100;0,96;0,42;0
105;1,02;0,42;0
110;1,21;0,44;0
115;1,27;0,43;0
120;1,34;0,43;0
125;1,57;0,45;0
130;1,75;0,45;0
135;1,77;0,45;0
140;2,05;0,47;0,01
145;2,27;0,5;0,01
150;2,33;0,46;0,01
155;2,66;0,48;0,01
160;2,89;0,48;0,01
165;2,97;0,47;0,01
170;3,28;0,49;0,01
175;3,48;0,49;0,01
180;3,52;0,48;0,01
185;3,76;0,5;0,01
190;3,89;0,5;0,01
195;3,9;0,49;0,01
200;4,08;0,5;0,01
205;4,17;0,5;0,01
210;4,18;0,49;0,01
215;4,32;0,5;0,01
220;4,39;0,5;0,01
225;4,46;0,5;0,01
230;4,51;0,5;0,01
235;4,56;0,5;0,01
240;4,61;0,51;0,01
245;4,65;0,5;0,01
250;4,69;0,5;0,01
255;4,74;0,5;0,01
0;2,2;0,46;0,01
5;0,63;0,4;0
10;0,2;0,2;0
15;0,12;0,12;0
20;0,12;0,12;0
25;0,23;0,16;0
30;0,19;0,19;0
35;0,22;0,22;0
40;0,23;0,29;0
45;0,31;0,3;0
50;0,34;0,32;0
55;0,38;0,34;0
60;0,5;0,38;0
65;0,49;0,37;0
70;0,53;0,38;0
75;0,65;0,41;0
80;0,67;0,4;0
85;0,71;0,4;0
90;0,83;0,42;0
95;0,95;0,43;0
100;0,94;0,42;0
105;1,01;0,43;0
110;1,23;0,44;0
115;1,24;0,43;0
120;1,33;0,44;0
125;1,58;0,46;0
130;1,63;0,44;0
135;1,75;0,45;0
140;2,06;0,47;0,01
145;2,16;0,46;0,01
150;2,31;0,47;0,01
155;2,67;0,48;0,01
160;2,81;0,47;0,01
165;2,96;0,48;0,01
170;3,29;0,49;0,01
175;3,48;0,49;0,01
180;3,5;0,49;0,01
185;3,76;0,49;0,01
190;3,89;0,51;0,01
195;3,89;0,49;0,01
200;4,09;0,5;0,01
205;4,18;0,5;0,01
210;4,23;0,5;0,01
215;4,33;0,5;0,01
220;4,39;0,5;0,01
225;4,43;0,5;0,01
230;4,51;0,5;0,01
235;4,56;0,5;0,01
240;4,59;0,5;0,01
245;4,65;0,5;0,01
250;4,7;0,5;0,01
255;4,74;0,5;0,01
0;2,21;0,46;0,01
5;0,69;0,4;0
10;0,21;0,21;0
15;0,12;0,12;0
20;0,12;0,17;0
25;0,16;0,15;0
30;0,18;0,18;0
35;0,22;0,21;0
40;0,28;0,26;0
45;0,3;0,29;0
50;0,34;0,32;0
55;0,44;0,37;0
60;0,44;0,36;0
65;0,48;0,37;0
70;0,57;0,4;0
75;0,62;0,4;0
80;0,65;0,4;0
85;0,7;0,36;0
90;0,87;0,43;0
95;0,87;0,42;0
100;0,93;0,42;0
105;1,11;0,44;0
110;1,15;0,43;0
115;1,23;0,43;0
120;1,44;0,45;0
125;1,52;0,44;0
130;1,61;0,44;0
135;1,88;0,46;0
140;2,08;0,46;0,01
145;2,13;0,45;0,01
150;2,45;0,48;0,01
155;2,69;0,51;0,01
160;2,76;0,47;0,01
165;3,09;0,49;0,01
170;3,3;0,49;0,01
175;3,34;0,48;0,01
180;3,61;0,49;0,01
185;3,77;0,49;0,01
190;3,78;0,48;0,01
195;3,98;0,5;0,01
200;4,1;0,5;0,01
205;4,09;0,49;0,01
210;4,25;0,5;0,01
215;4,33;0,5;0,01
220;4,32;0,49;0,01
225;4,44;0,5;0,01
230;4,5;0,5;0,01
235;4,55;0,49;0,01
240;4,6;0,5;0,01
245;4,65;0,5;0,01
250;4,71;0,5;0,01
255;4,75;0,5;0,01
0;2,21;0,46;0,01
5;0,67;0,4;0
10;0,2;0,2;0
15;0,12;0,12;0
20;0,13;0,13;0
25;0,15;0,15;0
30;0,18;0,18;0
35;0,25;0,3;0
40;0,26;0,26;0
45;0,3;0,29;0
50;0,33;0,34;0
55;0,41;0,35;0
60;0,43;0,36;0
65;0,47;0,37;0
70;0,6;0,43;0
75;0,6;0,39;0
80;0,65;0,4;0
85;0,78;0,42;0
90;0,81;0,41;0
95;0,86;0,41;0
100;0,98;0,43;0
105;1,13;0,45;0
110;1,13;0,43;0
115;1,28;0,44;0
120;1,46;0,45;0
125;1,48;0,44;0
130;1,66;0,45;0
135;1,89;0,46;0
140;1,96;0,45;0
145;2,19;0,47;0,01
150;2,46;0,48;0,01
155;2,57;0,47;0,01
160;2,84;0,48;0,01
165;3,09;0,49;0,01
170;3,2;0,48;0,01
175;3,43;0,49;0,01
180;3,62;0,49;0,01
185;3,77;0,49;0,01
190;3,86;0,49;0,01
195;4;0,5;0,01
200;4,1;0,51;0,01
205;4,15;0,5;0,01
210;4,25;0,5;0,01
215;4,33;0,5;0,01
220;4,37;0,5;0,01
225;4,44;0,5;0,01
230;4,51;0,5;0,01
235;4,55;0,5;0,01
240;4,61;0,5;0,01
245;4,66;0,5;0,01
250;4,7;0,5;0,01
255;4,75;0,5;0,01
0;2,2;0,46;0,01
5;0,66;0,4;0
10;0,2;0,2;0
15;0,19;0,13;0
20;0,12;0,12;0
25;0,15;0,15;0
30;0,18;0,21;0
35;0,22;0,22;0
40;0,26;0,25;0
45;0,29;0,29;0
50;0,43;0,34;0
55;0,39;0,35;0
60;0,43;0,36;0
65;0,54;0,39;0
70;0,55;0,38;0
75;0,59;0,39;0
80;0,68;0,41;0
85;0,83;0,41;0
90;0,79;0,41;0
95;0,85;0,37;0
100;1,03;0,43;0
105;1,04;0,43;0
110;1,11;0,41;0
115;1,33;0,45;0
120;1,37;0,43;0
125;1,46;0,43;0
130;1,72;0,46;0
135;1,81;0,45;0
140;1,94;0,43;0
145;2,25;0,47;0,01
150;2,48;0,47;0,01
155;2,54;0,44;0,01
160;2,88;0,48;0,01
165;3,1;0,52;0,01
170;3,16;0,45;0,01
175;3,46;0,49;0,01
180;3,63;0,49;0,01
185;3,65;0,47;0,01
190;3,89;0,5;0,01
195;4;0,5;0,01
200;3,99;0,47;0,01
205;4,17;0,5;0,01
210;4,25;0,5;0,01
215;4,23;0,49;0,01
220;4,38;0,5;0,01
225;4,45;0,5;0,01
230;4,44;0,5;0,01
235;4,56;0,5;0,01
240;4,61;0,5;0,01
245;4,65;0,5;0,01
250;4,7;0,5;0,01
255;4,75;0,5;0,01
0;2,2;0,46;0,01
5;0,64;0,4;0
10;0,16;0,21;0
15;0,12;0,12;0
20;0,12;0,12;0
25;0,15;0,15;0
30;0,2;0,19;0
35;0,22;0,22;0
40;0,25;0,25;0
45;0,34;0,35;0
50;0,35;0,32;0
55;0,39;0,34;0
60;0,45;0,38;0
65;0,5;0,38;0
70;0,54;0,38;0
75;0,58;0,34;0
80;0,73;0,45;0
85;0,72;0,4;0
90;0,78;0,41;0
95;0,94;0,43;0
100;0,97;0,42;0
105;1,03;0,42;0
110;1,2;0,44;0
115;1,36;0,44;0
120;1,35;0,43;0
125;1,56;0,45;0
130;1,74;0,46;0
135;1,77;0,45;0
140;2,05;0,47;0,01
145;2,26;0,47;0,01
150;2,33;0,46;0,01
155;2,65;0,48;0,01
160;2,89;0,48;0,01
165;2,97;0,47;0,01
170;3,27;0,49;0,01
175;3,48;0,49;0,01
180;3,52;0,48;0,01
185;3,75;0,49;0,01
190;3,89;0,5;0,01
195;3,91;0,49;0,01
200;4,08;0,5;0,01
205;4,17;0,5;0,01
210;4,18;0,49;0,01
215;4,31;0,5;0,01
220;4,38;0,5;0,01
225;4,46;0,5;0,01
230;4,51;0,5;0,01
235;4,56;0,5;0,01
240;4,61;0,51;0,01
245;4,65;0,5;0,01
250;4,69;0,5;0,01
255;4,74;0,5;0,01
0;2,2;0,46;0,01
5;0,63;0,41;0
10;0,2;0,2;0
15;0,12;0,12;0
20;0,12;0,12;0
25;0,24;0,16;0
30;0,19;0,19;0
35;0,22;0,22;0
40;0,27;0,3;0
45;0,3;0,3;0
50;0,34;0,32;0
55;0,38;0,29;0
60;0,54;0,37;0
65;0,48;0,37;0
70;0,53;0,38;0
75;0,66;0,41;0
80;0,66;0,4;0
85;0,71;0,4;0
90;0,85;0,42;0
95;0,91;0,42;0
100;0,94;0,42;0
105;1,08;0,43;0
110;1,23;0,48;0
115;1,24;0,43;0
120;1,41;0,45;0
125;1,59;0,45;0
130;1,62;0,44;0
135;1,84;0,46;0
140;2,06;0,47;0,01
145;2,14;0,46;0,01
150;2,41;0,47;0,01
155;2,67;0,48;0,01
160;2,78;0,47;0,01
165;3,07;0,49;0,01
170;3,29;0,49;0,01
175;3,38;0,48;0,01
180;3,6;0,49;0,01
185;3,76;0,49;0,01
190;3,89;0,49;0,01
195;3,97;0,5;0,01
200;4,09;0,5;0,01
205;4,18;0,51;0,01
210;4,24;0,5;0,01
215;4,33;0,5;0,01
220;4,39;0,5;0,01
225;4,44;0,5;0,01
230;4,51;0,5;0,01
235;4,56;0,5;0,01
240;4,6;0,5;0,01
245;4,65;0,5;0,01
250;4,7;0,5;0,01
255;4,75;0,5;0,01
0;2,21;0,46;0,01
5;0,68;0,4;0
10;0,21;0,21;0
15;0,12;0,12;0
20;0,16;0,14;0
25;0,15;0,15;0
30;0,18;0,18;0
35;0,22;0,17;0
40;0,27;0,26;0
45;0,3;0,29;0
50;0,34;0,32;0
55;0,44;0,37;0
60;0,44;0,36;0
65;0,48;0,37;0
70;0,59;0,4;0
75;0,61;0,39;0
80;0,65;0,4;0
85;0,67;0,41;0
90;0,87;0,43;0
95;0,87;0,41;0
100;0,93;0,39;0
105;1,12;0,44;0
110;1,14;0,43;0
115;1,22;0,43;0
120;1,45;0,45;0
125;1,5;0,44;0
130;1,6;0,43;0
135;1,88;0,46;0
140;2;0,45;0
145;2,13;0,46;0,01
150;2,45;0,48;0,01
155;2,69;0,48;0,01
160;2,75;0,47;0,01
165;3,09;0,49;0,01
170;3,3;0,5;0,01
175;3,34;0,47;0,01
180;3,62;0,49;0,01
185;3,77;0,49;0,01
190;3,77;0,47;0,01
195;3,99;0,5;0,01
200;4,1;0,5;0,01
205;4,08;0,47;0,01
210;4,25;0,5;0,01
215;4,33;0,5;0,01
220;4,3;0,49;0,01
225;4,44;0,5;0,01
230;4,5;0,5;0,01
235;4,5;0,5;0,01
240;4,61;0,5;0,01
245;4,66;0,5;0,01
250;4,71;0,5;0,01
255;4,75;0,5;0,01
0;2,21;0,46;0,01
5;0,67;0,4;0
10;0,2;0,2;0
15;0,12;0,07;0
20;0,13;0,13;0
25;0,15;0,15;0
30;0,18;0,18;0
35;0,31;0,23;0
40;0,26;0,26;0
45;0,29;0,29;0
50;0,37;0,35;0
55;0,4;0,35;0
60;0,43;0,36;0
65;0,47;0,37;0
70;0,62;0,39;0
75;0,6;0,39;0
80;0,65;0,4;0
85;0,79;0,42;0
90;0,8;0,41;0
95;0,86;0,41;0
100;1,01;0,43;0
105;1,08;0,43;0
110;1,12;0,43;0
115;1,31;0,44;0
120;1,46;0,45;0
125;1,48;0,44;0
130;1,71;0,46;0
135;1,9;0,47;0
140;1,95;0,45;0
145;2,23;0,47;0,01
150;2,46;0,48;0,01
155;2,55;0,46;0,01
160;2,86;0,48;0,01
165;3,1;0,49;0,01
170;3,18;0,48;0,01
175;3,45;0,49;0,01
180;3,63;0,5;0,01
185;3,68;0,49;0,01
190;3,88;0,5;0,01
195;4;0,5;0,01
200;4,09;0,49;0,01
205;4,16;0,5;0,01
210;4,25;0,5;0,01
215;4,33;0,5;0,01
220;4,38;0,5;0,01
225;4,45;0,5;0,01
230;4,52;0,5;0,01
235;4,56;0,5;0,01
240;4,61;0,5;0,01
245;4,66;0,5;0,01
250;4,69;0,5;0,01
255;4,74;0,5;0,01
0;2,2;0,46;0,01
5;0,65;0,4;0
10;0,2;0,2;0
15;0,12;0,12;0
20;0,12;0,12;0
25;0,15;0,15;0
30;0,2;0,23;0
35;0,22;0,22;0
40;0,25;0,25;0
45;0,29;0,24;0
50;0,37;0,33;0
55;0,39;0,35;0
60;0,43;0,36;0
65;0,55;0,39;0
70;0,55;0,38;0
75;0,59;0,39;0
80;0,7;0,41;0
85;0,75;0,41;0
90;0,79;0,41;0
95;0,82;0,42;0
100;1,03;0,44;0
105;1,04;0,42;0
110;1,11;0,43;0
115;1,33;0,45;0
120;1,36;0,43;0
125;1,46;0,44;0
130;1,73;0,46;0
135;1,79;0,45;0
140;1,93;0,45;0
145;2,25;0,47;0,01
150;2,37;0,46;0,01
155;2,53;0,47;0,01
160;2,89;0,48;0,01
165;3,11;0,48;0,01
170;3,16;0,48;0,01
175;3,47;0,49;0,01
180;3,64;0,5;0,01
185;3,65;0,49;0,01
190;3,88;0,5;0,01
195;4;0,5;0,01
200;3,98;0,49;0,01
205;4,17;0,5;0,01
210;4,26;0,5;0,01
215;4,25;0,5;0,01
220;4,39;0,5;0,01
225;4,45;0,5;0,01
230;4,44;0,5;0,01
235;4,55;0,5;0,01
240;4,6;0,5;0,01
245;4,6;0,5;0,01
250;4,7;0,5;0,01
255;4,75;0,5;0,01
0;2,21;0,46;0,01
5;0,64;0,4;0
10;0,28;0,2;0
15;0,12;0,12;0
20;0,12;0,12;0
25;0,15;0,1;0
30;0,19;0,19;0
35;0,22;0,22;0
40;0,25;0,25;0
45;0,35;0,32;0
50;0,35;0,32;0
55;0,39;0,34;0
60;0,47;0,38;0
65;0,5;0,37;0
70;0,54;0,38;0
75;0,58;0,39;0
80;0,73;0,41;0
85;0,72;0,4;0
90;0,78;0,41;0
95;0,94;0,43;0
100;0,96;0,42;0
105;1,03;0,42;0
110;1,21;0,44;0
115;1,27;0,43;0
120;1,34;0,43;0
125;1,57;0,45;0
130;1,75;0,45;0
135;1,77;0,45;0
140;2,05;0,47;0,01
145;2,27;0,5;0,01
150;2,34;0,46;0,01
155;2,66;0,48;0,01
160;2,9;0,49;0,01
165;2,97;0,47;0,01
170;3,28;0,49;0,01
175;3,47;0,49;0,01
180;3,51;0,48;0,01
185;3,75;0,49;0,01
190;3,89;0,5;0,01
195;3,9;0,49;0,01
200;4,09;0,5;0,01
205;4,18;0,5;0,01
210;4,18;0,49;0,01
215;4,32;0,5;0,01
220;4,38;0,5;0,01
225;4,44;0,49;0,01
230;4,5;0,5;0,01
235;4,56;0,5;0,01
240;4,61;0,5;0,01
245;4,66;0,5;0,01
250;4,71;0,5;0,01
255;4,75;0,5;0,01
0;2,21;0,46;0,01
5;0,63;0,4;0
10;0,2;0,19;0
15;0,12;0,12;0
20;0,12;0,12;0
25;0,16;0,16;0
30;0,18;0,18;0
35;0,22;0,22;0
40;0,29;0,3;0
45;0,3;0,29;0
50;0,34;0,32;0
55;0,38;0,35;0
60;0,46;0,37;0
65;0,48;0,37;0
70;0,53;0,38;0
75;0,66;0,41;0
80;0,66;0,4;0
85;0,71;0,4;0
90;0,85;0,43;0
95;0,89;0,42;0
100;0,94;0,42;0
105;1,09;0,43;0
110;1,23;0,45;0
115;1,23;0,43;0
120;1,41;0,45;0
125;1,59;0,46;0
130;1,63;0,44;0
135;1,85;0,46;0
140;2,07;0,47;0,01
145;2,15;0,46;0,01
150;2,42;0,47;0,01
155;2,67;0,48;0,01
160;2,77;0,47;0,01
165;3,06;0,49;0,01
170;3,29;0,49;0,01
175;3,37;0,48;0,01
180;3,61;0,49;0,01
185;3,77;0,5;0,01
190;3,89;0,49;0,01
195;3,98;0,5;0,01
200;4,09;0,5;0,01
205;4,18;0,5;0,01
210;4,23;0,5;0,01
215;4,32;0,5;0,01
220;4,39;0,5;0,01
225;4,44;0,5;0,01
230;4,51;0,5;0,01
235;4,57;0,5;0,01
240;4,61;0,5;0,01
245;4,66;0,5;0,01
250;4,7;0,5;0,01
255;4,74;0,5;0,01
0;2,2;0,46;0,01
5;0,68;0,4;0
10;0,21;0,21;0
15;0,12;0,12;0
20;0,16;0,14;0
25;0,15;0,15;0
30;0,18;0,18;0
35;0,22;0,17;0
40;0,27;0,26;0
45;0,3;0,29;0
50;0,34;0,32;0
55;0,44;0,42;0
60;0,44;0,36;0
65;0,48;0,37;0
70;0,59;0,4;0
75;0,61;0,39;0
80;0,65;0,4;0
85;0,7;0,41;0
90;0,87;0,46;0
95;0,87;0,41;0
100;0,93;0,42;0
105;1,11;0,44;0
110;1,14;0,43;0
115;1,22;0,43;0
120;1,45;0,45;0
125;1,51;0,44;0
130;1,61;0,44;0
135;1,88;0,46;0
140;2,09;0,46;0,01
145;2,12;0,45;0,01
150;2,45;0,48;0,01
155;2,69;0,48;0,01
160;2,76;0,47;0,01
165;3,09;0,49;0,01
170;3,3;0,49;0,01
175;3,35;0,48;0,01
180;3,62;0,49;0,01
185;3,77;0,5;0,01
190;3,77;0,47;0,01
195;3,98;0,5;0,01
200;4,09;0,5;0,01
205;4,08;0,48;0,01
210;4,25;0,5;0,01
215;4,33;0,5;0,01
220;4,32;0,48;0,01
225;4,45;0,5;0,01
230;4,51;0,5;0,01
235;4,5;0,5;0,01
240;4,6;0,5;0,01
245;4,65;0,5;0,01
250;4,7;0,5;0,01
255;4,75;0,5;0,01
0;2,21;0,46;0,01
5;0,67;0,4;0
10;0,2;0,2;0
15;0,12;0,08;0
20;0,13;0,13;0
25;0,15;0,15;0
30;0,18;0,18;0
35;0,31;0,23;0
40;0,26;0,26;0
45;0,3;0,29;0
50;0,37;0,35;0
55;0,4;0,35;0
60;0,43;0,36;0
65;0,47;0,37;0
70;0,61;0,4;0
75;0,6;0,39;0
80;0,65;0,4;0
85;0,79;0,42;0
90;0,8;0,41;0
95;0,86;0,41;0
100;1,01;0,43;0
105;1,16;0,43;0
110;1,13;0,43;0
115;1,3;0,44;0
120;1,46;0,46;0
125;1,48;0,44;0
130;1,7;0,46;0
135;1,9;0,46;0
140;1,95;0,45;0
145;2,23;0,47;0,01
150;2,47;0,48;0,01
155;2,56;0,47;0,01
160;2,86;0,48;0,01
165;3,1;0,49;0,01
170;3,18;0,48;0,01
175;3,45;0,49;0,01
180;3,63;0,49;0,01
185;3,68;0,48;0,01
190;3,88;0,5;0,01
195;4;0,5;0,01
200;4,09;0,49;0,01
205;4,16;0,5;0,01
210;4,25;0,5;0,01
215;4,32;0,5;0,01
220;4,37;0,5;0,01
225;4,44;0,5;0,01
230;4,51;0,5;0,01
235;4,56;0,5;0,01
240;4,61;0,5;0,01
245;4,66;0,5;0,01
250;4,7;0,5;0,01
255;4,75;0,5;0,01
0;2,2;0,46;0,01
5;0,65;0,4;0
10;0,2;0,2;0
15;0,13;0,12;0
20;0,12;0,12;0
25;0,15;0,15;0
30;0,14;0,22;0
35;0,22;0,22;0
40;0,26;0,25;0
45;0,29;0,25;0
50;0,37;0,33;0
55;0,39;0,34;0
60;0,43;0,36;0
