PWM;VTotal;VDiodo;CDiodo
25;0.15;0.06;0.29
30;0.18;0.07;0.34
35;0.21;0.07;0.43
40;0.28;0.08;0.62
45;0.29;0.09;0.65
50;0.33;0.09;0.74
55;0.40;0.14;0.82
60;0.43;0.11;1.01
65;0.46;0.11;1.13
70;0.54;0.12;1.33
75;0.59;0.12;1.47
80;0.63;0.12;1.61
85;0.72;0.13;1.86
90;0.80;0.14;2.11
95;0.84;0.14;2.23
100;0.93;0.15;2.48
105;1.07;0.16;2.89
110;1.10;0.15;3.01
115;1.23;0.16;3.40
120;1.39;0.19;3.82
125;1.45;0.17;4.07
130;1.63;0.18;4.61
135;1.82;0.21;5.10
140;1.91;0.18;5.49
145;2.16;0.19;6.24
150;2.39;0.22;6.87
155;2.50;0.19;7.34
160;2.80;0.20;8.24
165;3.03;0.21;8.97
170;3.13;0.20;9.31
175;3.40;0.21;10.12
180;3.58;0.22;10.68
185;3.63;0.21;10.86
190;3.84;0.22;11.50
195;3.97;0.22;11.90
200;4.04;0.22;12.13
205;4.14;0.22;12.43
210;4.18;0.22;12.57
215;4.29;0.22;12.89
220;4.36;0.22;13.13
225;4.37;0.22;13.17
230;4.48;0.22;13.51
235;4.54;0.23;13.69
240;4.58;0.23;13.82
245;4.64;0.23;14.00
250;4.68;0.23;14.14
255;4.72;0.23;14.26
0;2.11;0.18;6.13
5;0.59;0.12;1.47
10;0.17;0.06;0.34
15;0.06;0.06;-0.02
20;0.12;0.05;0.23
25;0.15;0.06;0.28
30;0.18;0.04;0.43
35;0.22;0.08;0.45
40;0.25;0.08;0.53
45;0.28;0.09;0.62
50;0.40;0.10;0.95
55;0.38;0.10;0.88
60;0.42;0.10;0.99
65;0.50;0.12;1.21
70;0.53;0.12;1.30
75;0.57;0.12;1.43
80;0.66;0.13;1.69
85;0.72;0.13;1.86
90;0.77;0.13;2.02
95;0.86;0.14;2.28
100;1.00;0.15;2.72
105;1.01;0.15;2.73
110;1.13;0.16;3.09
115;1.28;0.17;3.52
120;1.32;0.16;3.69
125;1.49;0.17;4.19
130;1.67;0.18;4.72
135;1.74;0.17;4.97
140;1.96;0.18;5.66
145;2.18;0.20;6.32
150;2.28;0.19;6.66
155;2.58;0.20;7.57
160;2.82;0.21;8.29
165;2.93;0.18;8.74
170;3.22;0.21;9.54
175;3.42;0.24;10.10
180;3.48;0.22;10.38
185;3.71;0.22;11.09
190;3.84;0.22;11.51
195;3.94;0.22;11.81
200;4.14;4.14;0.00
205;4.28;0.71;11.31
210;4.30;0.62;11.68
215;4.35;0.65;11.73
220;4.35;0.65;11.76
225;4.46;0.60;12.27
230;4.52;0.66;12.23
235;4.56;0.65;12.41
240;4.61;0.55;12.91
245;4.66;0.66;12.71
250;4.70;0.57;13.11
255;4.75;0.61;13.13
0;2.17;0.78;4.41
5;0.60;0.29;0.99
10;0.19;0.11;0.26
15;0.11;0.07;0.14
20;0.12;0.07;0.16
25;0.14;0.08;0.20
30;0.19;0.10;0.28
35;0.22;0.12;0.31
40;0.25;0.08;0.54
45;0.31;0.11;0.62
50;0.33;0.10;0.73
55;0.37;0.11;0.82
60;0.45;0.14;1.01
65;0.47;0.13;1.10
70;0.52;0.13;1.23
75;0.61;0.20;1.32
80;0.65;0.18;1.49
85;0.70;0.19;1.61
90;0.80;0.24;1.78
95;0.88;0.22;2.11
100;0.92;0.29;2.00
105;1.05;0.29;2.41
110;1.20;0.33;2.76
115;1.22;0.34;2.79
120;1.38;0.43;3.04
125;1.54;0.30;3.93
130;1.60;0.21;4.41
135;1.81;0.27;4.89
140;2.01;0.26;5.57
145;2.10;0.22;5.99
150;2.38;0.22;6.83
155;2.63;0.57;6.53
160;2.75;0.44;7.31
165;3.05;0.40;8.41
170;3.26;0.23;9.64
175;3.33;0.17;10.04
180;3.58;0.21;10.69
185;3.73;0.22;11.17
190;3.83;0.22;11.47
195;3.96;0.22;11.89
200;4.01;0.21;12.06
205;4.13;0.22;12.44
210;4.22;0.22;12.71
215;4.23;0.22;12.75
220;4.35;0.22;13.13
225;4.42;0.22;13.34
230;4.47;0.22;13.50
235;4.54;0.22;13.70
240;4.59;0.22;13.89
245;4.64;0.22;14.01
250;4.68;0.22;14.15
255;4.73;0.22;14.29
0;2.12;0.18;6.16
5;0.61;0.12;1.55
10;0.18;0.06;0.36
15;0.11;0.04;0.20
20;0.12;0.06;0.17
25;0.15;0.05;0.29
30;0.18;0.06;0.37
35;0.21;0.06;0.45
40;0.26;0.08;0.57
45;0.29;0.08;0.65
50;0.32;0.05;0.87
55;0.45;0.10;1.13
60;0.42;0.10;1.02
65;0.46;0.10;1.15
70;0.55;0.12;1.38
75;0.58;0.12;1.47
80;0.63;0.12;1.63
85;0.73;0.13;1.92
90;0.78;0.13;2.08
95;0.84;0.13;2.23
100;0.99;1.00;-0.03
105;1.11;1.09;0.06
110;1.18;1.18;0.02
115;1.36;1.37;-0.03
120;1.55;1.47;0.25
125;1.60;1.59;0.02
130;1.83;1.84;-0.03
135;2.06;0.18;5.99
140;2.09;0.18;6.08
145;2.29;0.19;6.69
150;2.48;0.19;7.26
155;2.56;0.18;7.56
160;2.84;0.20;8.39
165;3.06;0.21;9.06
170;3.14;0.20;9.36
175;3.42;0.21;10.19
180;3.59;0.21;10.72
185;3.70;0.21;11.06
190;3.84;0.22;11.51
195;4.01;4.00;0.05
200;4.13;0.27;12.24
205;4.37;4.37;0.00
210;4.32;0.24;12.92
215;4.34;0.24;13.02
220;4.39;0.26;13.11
225;4.39;0.28;13.05
230;4.49;0.30;13.30
235;4.54;0.24;13.64
240;4.58;0.23;13.81
245;4.63;0.30;13.76
250;4.69;0.23;14.15
255;4.92;4.92;0.00
0;2.54;2.53;0.02
5;0.83;0.83;0.02
10;0.23;0.23;0.00
15;0.12;0.12;0.02
20;0.13;0.13;0.00
25;0.15;0.15;0.00
30;0.18;0.18;0.00
35;0.24;0.24;0.00
40;0.26;0.26;0.02
45;0.29;0.08;0.67
50;0.33;0.09;0.74
55;0.39;0.09;0.93
60;0.42;0.10;1.02
65;0.46;0.10;1.15
70;0.60;0.11;1.55
75;0.58;0.11;1.47
80;0.63;0.08;1.74
85;0.74;0.15;1.88
90;0.77;0.13;2.05
95;0.83;0.13;2.22
100;0.97;0.16;2.56
105;1.02;0.14;2.79
110;1.09;0.14;3.03
115;1.26;0.16;3.51
120;1.33;0.16;3.74
125;1.43;0.15;4.07
130;1.65;0.17;4.69
135;1.75;0.17;5.03
140;1.88;0.17;5.42
145;2.17;0.18;6.30
150;2.31;0.18;6.75
155;2.55;0.19;7.48
160;2.81;0.20;8.29
165;2.95;0.20;8.74
170;3.20;0.20;9.53
175;3.41;0.21;10.16
180;3.50;0.20;10.47
185;3.70;0.21;11.09
190;3.85;0.22;11.53
195;3.88;0.19;11.71
200;4.05;0.22;12.18
205;4.15;0.22;12.47
210;4.20;0.22;12.65
215;4.29;0.22;12.92
220;4.56;4.52;0.11
225;4.52;0.22;13.64
230;4.52;0.22;13.64
235;4.55;0.21;13.76
240;4.59;0.22;13.86
245;4.64;0.22;14.01
250;4.68;0.22;14.15
255;4.73;0.22;14.29
0;2.12;0.18;6.16
5;0.58;0.12;1.46
10;0.17;0.06;0.33
15;0.11;0.04;0.22
20;0.12;0.12;0.00
25;0.15;0.15;0.00
30;0.20;0.20;0.00
35;0.22;0.22;0.02
40;0.26;0.25;0.02
45;0.25;0.32;-0.20
50;0.35;0.35;0.00
55;0.39;0.39;0.00
60;0.42;0.42;0.00
65;0.52;0.56;-0.12
70;0.55;0.55;0.02
75;0.60;0.60;0.02
80;0.70;0.13;1.83
85;0.73;0.12;1.94
90;0.77;0.13;2.05
95;0.87;0.14;2.34
100;0.96;0.14;2.62
105;1.01;0.14;2.76
110;1.14;0.15;3.13
115;1.33;1.26;0.23
120;1.40;1.39;0.02
125;1.58;0.17;4.50
130;1.73;0.17;4.95
135;1.76;0.17;5.07
140;1.99;0.18;5.76
145;2.20;0.19;6.39
150;2.29;0.18;6.70
155;2.59;0.20;7.59
160;2.83;0.20;8.33
165;2.93;0.16;8.80
170;3.22;0.21;9.57
175;3.42;0.22;10.16
180;3.49;0.21;10.41
185;3.71;0.22;11.11
190;3.80;0.21;11.40
195;3.94;0.22;11.82
200;4.05;0.22;12.16
205;4.08;0.22;12.27
210;4.21;0.22;12.68
215;4.30;0.22;12.94
220;4.34;0.22;13.06
225;4.42;0.22;13.33
230;4.49;0.22;13.53
235;4.53;0.22;13.67
240;4.58;0.22;13.84
245;4.64;0.23;14.00
250;4.68;0.22;14.14
255;4.72;0.22;14.27
0;2.12;0.18;6.14
5;0.56;0.12;1.41
10;0.17;0.06;0.34
15;0.11;0.04;0.20
20;0.12;0.05;0.22
25;0.15;0.11;0.11
30;0.18;0.07;0.36
35;0.21;0.07;0.43
40;0.23;0.08;0.50
45;0.30;0.09;0.67
50;0.33;0.09;0.74
55;0.37;0.06;0.98
60;0.49;0.11;1.21
65;0.47;0.11;1.15
70;0.51;0.12;1.26
75;0.61;0.13;1.52
80;0.65;0.13;1.64
85;0.69;0.13;1.78
90;0.81;0.14;2.11
95;0.86;0.14;2.27
100;0.91;0.15;2.44
105;1.05;0.16;2.82
110;1.12;0.16;3.07
115;1.20;0.16;3.30
120;1.37;0.17;3.82
125;1.48;0.17;4.16
130;1.57;0.17;4.45
135;1.80;0.19;5.14
140;1.95;0.19;5.59
145;2.07;0.18;6.02
150;2.37;0.20;6.89
155;2.55;0.20;7.45
160;2.71;0.20;7.96
165;3.02;0.22;8.91
170;3.23;0.22;9.57
175;3.37;0.22;10.01
180;3.57;0.22;10.64
185;3.66;0.22;10.92
190;3.83;0.22;11.45
195;3.96;0.23;11.84
200;3.99;0.22;11.98
205;4.14;0.23;12.41
210;4.23;0.23;12.69
215;4.28;0.23;12.85
220;4.36;0.23;13.10
225;4.43;0.24;13.28
230;4.48;0.23;13.47
235;4.54;0.23;13.65
240;4.58;0.22;13.84
245;4.64;0.23;13.98
250;4.68;0.24;14.10
255;4.73;0.23;14.26
0;2.12;0.19;6.11
5;0.61;0.13;1.51
10;0.18;0.07;0.33
15;0.11;0.05;0.17
20;0.13;0.06;0.23
25;0.15;0.06;0.26
30;0.18;0.07;0.33
35;0.22;0.13;0.29
40;0.25;0.09;0.53
45;0.29;0.09;0.62
50;0.28;0.10;0.56
55;0.39;0.11;0.88
60;0.42;0.11;0.98
65;0.46;0.11;1.10
70;0.60;0.13;1.51
75;0.58;0.13;1.44
80;0.63;0.09;1.71
85;0.74;0.15;1.88
90;0.78;0.14;2.02
95;0.83;0.15;2.17
100;0.97;0.16;2.58
105;1.02;0.16;2.75
110;1.09;0.16;2.96
115;1.26;0.17;3.46
120;1.34;0.17;3.72
125;1.43;0.13;4.14
130;1.65;0.19;4.65
135;1.75;0.18;5.00
140;1.88;0.19;5.38
145;2.17;0.20;6.27
150;2.31;0.20;6.72
155;2.54;0.21;7.40
160;2.81;0.21;8.24
165;2.96;0.21;8.72
170;3.20;0.22;9.46
175;3.41;0.22;10.12
180;3.50;0.22;10.43
185;3.70;0.22;11.05
190;3.85;0.23;11.48
195;3.88;0.21;11.65
200;4.05;0.23;12.12
205;4.15;0.23;12.44
210;4.20;0.23;12.61
215;4.30;0.23;12.89
220;4.37;0.24;13.10
225;4.42;0.23;13.28
230;4.48;0.23;13.48
235;4.54;0.23;13.65
240;4.58;0.23;13.81
245;4.64;0.24;13.96
250;4.68;0.24;14.09
255;4.73;0.24;14.24
0;2.12;0.19;6.11
5;0.58;0.13;1.43
10;0.17;0.07;0.33
15;0.11;0.05;0.19
20;0.12;0.06;0.20
25;0.14;0.06;0.25
30;0.23;0.08;0.47
35;0.22;0.08;0.43
40;0.24;0.09;0.50
45;0.30;0.10;0.64
50;0.34;0.10;0.74
55;0.37;0.11;0.84
60;0.37;0.12;0.81
65;0.49;0.12;1.18
70;0.52;0.12;1.27
75;0.57;0.12;1.41
80;0.70;0.14;1.77
85;0.70;0.14;1.80
90;0.76;0.10;2.09
95;0.89;0.15;2.34
100;0.93;0.15;2.47
105;1.00;0.14;2.73
110;1.15;0.17;3.13
115;1.22;0.16;3.35
120;1.30;0.16;3.65
125;1.51;0.18;4.24
130;1.60;0.18;4.52
135;1.71;0.18;4.84
140;1.98;0.19;5.69
145;2.11;0.19;6.08
150;2.34;0.20;6.78
155;2.59;0.21;7.57
160;2.73;0.21;8.02
165;3.00;0.22;8.83
170;3.23;0.22;9.54
175;3.33;0.22;9.90
180;3.56;0.22;10.58
185;3.72;0.22;11.09
190;3.77;0.22;11.28
195;3.95;0.23;11.81
200;4.06;0.23;12.16
205;4.11;0.23;12.32
210;4.22;0.23;12.66
215;4.30;0.24;12.88
220;4.35;0.23;13.08
225;4.42;0.23;13.30
230;4.48;0.23;13.50
235;4.54;0.23;13.65
240;4.59;0.23;13.82
245;4.63;0.23;13.95
250;4.68;0.23;14.12
255;4.72;0.23;14.24
0;2.12;0.19;6.11
5;0.56;0.09;1.47
10;0.17;0.07;0.31
15;0.11;0.05;0.19
20;0.12;0.05;0.20
25;0.16;0.07;0.29
30;0.18;0.07;0.34
35;0.21;0.08;0.42
40;0.27;0.14;0.40
45;0.29;0.10;0.62
50;0.33;0.10;0.71
55;0.38;0.11;0.85
60;0.43;0.11;1.01
65;0.47;0.12;1.12
70;0.48;0.12;1.13
75;0.61;0.13;1.52
80;0.64;0.13;1.61
85;0.69;0.13;1.77
90;0.82;0.19;1.99
95;0.85;0.15;2.22
100;0.91;0.12;2.51
105;1.06;0.16;2.85
110;1.11;0.16;3.01
115;1.19;0.16;3.27
120;1.38;0.18;3.83
125;1.46;0.18;4.07
130;1.59;0.18;4.48
135;1.81;0.19;5.15
140;1.92;0.19;5.49
145;2.14;0.20;6.16
150;2.38;0.21;6.89
155;2.51;0.20;7.34
160;2.79;0.21;8.18
165;3.03;0.22;8.92
170;3.14;0.21;9.31
175;3.40;0.22;10.09
180;3.58;0.22;10.66
185;3.64;0.20;10.91
190;3.84;0.23;11.45
195;3.96;0.23;11.85
200;4.03;0.23;12.07
205;4.14;0.23;12.40
210;4.23;0.23;12.71
215;4.29;0.23;12.88
220;4.36;0.23;13.11
225;4.38;0.22;13.22
230;4.48;0.23;13.47
235;4.54;0.23;13.65
240;4.58;0.23;13.79
245;4.64;0.24;13.96
250;4.68;0.24;14.10
255;4.73;0.24;14.24
0;2.12;0.19;6.11
5;0.60;0.13;1.47
10;0.17;0.07;0.31
15;0.11;0.04;0.22
20;0.12;0.06;0.20
25;0.15;0.06;0.26
30;0.18;0.07;0.33
35;0.23;0.08;0.47
40;0.25;0.09;0.53
45;0.28;0.09;0.61
50;0.36;0.15;0.65
55;0.38;0.11;0.87
60;0.42;0.11;0.98
65;0.49;0.13;1.15
70;0.53;0.13;1.29
75;0.58;0.13;1.41
80;0.65;0.14;1.61
85;0.73;0.14;1.88
90;0.77;0.15;1.97
95;0.79;0.15;2.03
100;0.98;0.20;2.47
105;1.01;0.16;2.72
110;1.10;0.16;2.98
115;1.27;0.19;3.43
120;1.32;0.17;3.68
125;1.48;0.18;4.13
130;1.66;0.19;4.69
135;1.74;0.18;4.95
140;1.96;0.20;5.60
145;2.18;0.20;6.28
150;2.29;0.20;6.66
155;2.57;0.21;7.49
160;2.82;0.22;8.25
165;2.93;0.21;8.64
170;3.22;0.22;9.51
175;3.42;0.22;10.13
180;3.48;0.20;10.44
185;3.71;0.23;11.06
190;3.86;0.25;11.45
195;3.93;0.23;11.76
200;4.05;0.23;12.12
205;4.14;0.23;12.41
210;4.21;0.23;12.63
215;4.30;0.23;12.89
220;4.31;0.22;12.99
225;4.42;0.23;13.30
230;4.49;0.24;13.48
235;4.53;0.24;13.62
240;4.59;0.24;13.81
245;4.64;0.24;13.96
250;4.68;0.24;14.10
255;4.72;0.24;14.23
0;2.12;0.20;6.10
5;0.57;0.13;1.38
10;0.12;0.08;0.12
15;0.11;0.05;0.17
20;0.12;0.06;0.19
25;0.14;0.05;0.28
30;0.18;0.08;0.33
35;0.22;0.08;0.42
40;0.24;0.09;0.48
45;0.32;0.10;0.68
50;0.33;0.11;0.71
55;0.37;0.11;0.84
60;0.45;0.17;0.90
65;0.47;0.12;1.12
70;0.52;0.13;1.24
75;0.61;0.14;1.49
80;0.65;0.14;1.63
85;0.69;0.14;1.75
90;0.80;0.15;2.05
95;0.87;0.15;2.30
100;0.92;0.16;2.42
105;1.04;0.17;2.76
110;1.19;0.17;3.23
115;1.20;0.17;3.29
120;1.36;0.18;3.75
125;1.53;0.19;4.27
130;1.58;0.18;4.44
135;1.79;0.20;5.07
140;1.99;0.21;5.68
145;2.09;0.20;6.00
150;2.36;0.21;6.83
155;2.61;0.22;7.57
160;2.72;0.19;8.04
165;3.02;0.22;8.88
170;3.24;0.24;9.53
175;3.32;0.22;9.85
180;3.57;0.23;10.60
185;3.73;0.24;11.08
190;3.82;0.23;11.37
195;3.95;0.23;11.81
200;4.02;0.23;12.04
205;4.13;0.23;12.38
210;4.22;0.24;12.65
215;4.25;0.22;12.79
220;4.36;0.24;13.08
225;4.43;0.24;13.30
230;4.47;0.24;13.44
235;4.54;0.24;13.64
240;4.59;0.24;13.81
245;4.63;0.24;13.93
250;4.68;0.24;14.10
255;4.73;0.24;14.23
0;2.12;0.20;6.10
5;0.62;0.14;1.52
10;0.18;0.08;0.31
15;0.11;0.05;0.17
20;0.12;0.06;0.17
25;0.15;0.07;0.26
30;0.18;0.08;0.33
35;0.21;0.05;0.51
40;0.26;0.09;0.54
45;0.29;0.10;0.59
50;0.32;0.11;0.68
55;0.41;0.12;0.90
60;0.43;0.12;0.98
65;0.46;0.12;1.09
70;0.55;0.14;1.32
75;0.59;0.14;1.43
80;0.63;0.14;1.57
85;0.73;0.15;1.83
90;0.79;0.15;2.03
95;0.84;0.15;2.19
100;0.94;0.16;2.48
105;1.09;0.17;2.93
110;1.10;0.17;2.98
115;1.24;0.18;3.38
120;1.39;0.19;3.83
125;1.45;0.18;4.03
130;1.64;0.19;4.59
135;1.82;0.20;5.15
140;1.91;0.19;5.45
145;2.16;0.21;6.21
150;2.39;0.22;6.89
155;2.50;0.21;7.28
160;2.80;0.22;8.21
165;3.04;0.25;8.84
170;3.13;0.19;9.34
175;3.40;0.23;10.07
180;3.58;0.24;10.61
185;3.68;0.23;10.95
190;3.85;0.23;11.47
195;3.95;0.23;11.82
200;4.05;0.23;12.10
205;4.14;0.24;12.40
210;4.17;0.23;12.49
215;4.29;0.24;12.86
220;4.36;0.24;13.10
225;4.41;0.24;13.24
230;4.48;0.24;13.47
235;4.54;0.24;13.64
240;4.58;0.24;13.78
245;4.64;0.24;13.96
250;4.68;0.25;14.07
255;4.72;0.24;14.21
0;2.12;0.20;6.10
5;0.59;0.14;1.44
10;0.17;0.08;0.29
15;0.10;0.07;0.11
20;0.12;0.06;0.20
25;0.15;0.07;0.25
30;0.18;0.07;0.34
35;0.22;0.09;0.42
40;0.25;0.09;0.51
45;0.28;0.08;0.65
50;0.36;0.11;0.79
55;0.38;0.12;0.82
60;0.42;0.12;0.95
65;0.50;0.17;1.06
70;0.53;0.13;1.26
75;0.57;0.14;1.38
80;0.67;0.15;1.66
85;0.71;0.15;1.80
90;0.76;0.15;1.96
95;0.87;0.16;2.25
100;0.96;0.16;2.53
105;1.01;0.16;2.68
110;1.14;0.17;3.07
115;1.30;0.18;3.58
120;1.32;0.18;3.63
125;1.50;0.19;4.16
130;1.68;0.19;4.73
135;1.74;0.19;4.92
140;1.97;0.20;5.63
145;2.19;0.21;6.30
150;2.28;0.21;6.59
155;2.58;0.22;7.51
160;2.83;0.22;8.27
165;2.92;0.21;8.61
170;3.22;0.22;9.51
175;3.43;0.23;10.15
180;3.54;0.23;10.50
185;3.72;0.23;11.06
190;3.80;0.23;11.34
195;3.94;0.24;11.76
200;4.06;0.24;12.12
205;4.09;0.23;12.23
210;4.22;0.24;12.63
215;4.30;0.24;12.86
220;4.34;0.24;13.02
225;4.42;0.24;13.27
230;4.49;0.24;13.47
235;4.54;0.24;13.62
240;4.59;0.24;13.79
245;4.64;0.25;13.93
250;4.68;0.24;14.09
255;4.73;0.24;14.23
0;2.12;0.20;6.08
5;0.57;0.14;1.37
10;0.18;0.08;0.31
15;0.11;0.06;0.16
20;0.12;0.06;0.19
25;0.15;0.12;0.08
30;0.18;0.08;0.31
35;0.21;0.09;0.39
40;0.24;0.09;0.48
45;0.30;0.10;0.62
50;0.33;0.11;0.71
55;0.37;0.08;0.92
60;0.50;0.13;1.18
65;0.47;0.13;1.10
70;0.51;0.13;1.21
75;0.62;0.15;1.47
80;0.65;0.14;1.60
85;0.69;0.15;1.74
90;0.81;0.16;2.06
95;0.86;0.16;2.22
100;0.91;0.16;2.39
105;1.05;0.17;2.79
110;1.12;0.17;3.03
115;1.20;0.17;3.26
120;1.37;0.19;3.77
125;1.48;0.18;4.11
130;1.57;0.18;4.44
135;1.81;0.20;5.12
140;1.94;0.20;5.54
145;2.08;0.19;6.00
150;2.37;0.21;6.86
155;2.56;0.21;7.45
160;2.71;0.22;7.91
165;3.02;0.22;8.88
170;3.19;0.22;9.42
175;3.37;0.23;9.98
180;3.57;0.23;10.60
185;3.68;0.23;10.95
190;3.83;0.24;11.40
195;3.96;0.24;11.81
200;3.99;0.23;11.93
205;4.13;0.24;12.35
210;4.22;0.24;12.65
215;4.24;0.24;12.69
220;4.36;0.24;13.06
225;4.43;0.24;13.28
230;4.48;0.24;13.45
235;4.54;0.25;13.61
240;4.59;0.25;13.78
245;4.63;0.25;13.92
250;4.68;0.25;14.06
255;4.72;0.25;14.20
0;2.12;0.20;6.08
5;0.61;0.14;1.51
10;0.18;0.08;0.31
15;0.11;0.06;0.16
20;0.18;0.07;0.36
25;0.15;0.07;0.23
30;0.18;0.08;0.31
35;0.22;0.09;0.39
40;0.26;0.10;0.51
45;0.29;0.10;0.59
50;0.32;0.11;0.68
55;0.39;0.12;0.85
60;0.42;0.12;0.95
65;0.46;0.11;1.13
70;0.60;0.14;1.44
75;0.58;0.14;1.40
80;0.63;0.14;1.57
85;0.74;0.16;1.86
90;0.78;0.16;1.97
95;0.83;0.16;2.14
100;0.96;0.17;2.51
105;1.02;0.17;2.72
110;1.09;0.17;2.93
115;1.26;0.18;3.43
120;1.34;0.18;3.68
125;1.43;0.16;4.05
130;1.65;0.20;4.62
135;1.76;0.20;4.98
140;1.89;0.19;5.40
145;2.17;0.21;6.22
150;2.32;0.21;6.72
155;2.49;0.22;7.22
160;2.81;0.22;8.21
165;2.96;0.22;8.70
170;3.20;0.23;9.42
175;3.41;0.23;10.09
180;3.51;0.23;10.43
185;3.70;0.23;11.02
190;3.85;0.24;11.45
195;3.89;0.23;11.59
200;4.05;0.24;12.09
205;4.15;0.24;12.40
210;4.16;0.24;12.44
215;4.30;0.24;12.86
220;4.36;0.25;13.06
225;4.42;0.25;13.24
230;4.48;0.25;13.44
235;4.54;0.24;13.64
240;4.59;0.25;13.78
245;4.64;0.25;13.93
250;4.68;0.25;14.07
255;4.73;0.25;14.21
0;2.12;0.20;6.08
5;0.58;0.14;1.40
10;0.17;0.08;0.29
15;0.11;0.06;0.17
20;0.12;0.06;0.19
25;0.15;0.07;0.25
30;0.20;0.10;0.31
35;0.22;0.09;0.39
40;0.25;0.10;0.48
45;0.29;0.11;0.57
50;0.34;0.11;0.71
55;0.38;0.12;0.82
60;0.39;0.12;0.85
65;0.49;0.13;1.15
70;0.52;0.14;1.23
75;0.57;0.13;1.40
80;0.68;0.16;1.66
85;0.70;0.15;1.75
90;0.76;0.16;1.91
95;0.89;0.17;2.30
100;0.93;0.17;2.44
105;1.00;0.17;2.64
110;1.16;0.18;3.10
115;1.22;0.18;3.32
120;1.30;0.17;3.62
125;1.51;0.20;4.17
130;1.60;0.19;4.47
135;1.72;0.20;4.84
140;1.98;0.21;5.65
145;2.11;0.21;6.05
150;2.33;0.21;6.72
155;2.59;0.22;7.53
160;2.74;0.22;8.01
165;3.00;0.23;8.78
170;3.23;0.23;9.50
175;3.34;0.23;9.88
180;3.56;0.24;10.54
185;3.72;0.24;11.05
190;3.77;0.23;11.23
195;3.95;0.24;11.76
200;4.06;0.24;12.12
205;4.08;0.24;12.18
210;4.22;0.24;12.61
215;4.30;0.25;12.86
220;4.35;0.25;13.03
225;4.42;0.25;13.25
230;4.49;0.25;13.45
235;4.54;0.25;13.61
240;4.59;0.25;13.76
245;4.61;0.25;13.86
250;4.68;0.25;14.06
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.56;0.14;1.32
10;0.17;0.08;0.28
15;0.11;0.06;0.16
20;0.12;0.06;0.17
25;0.17;0.08;0.28
30;0.18;0.08;0.31
35;0.21;0.09;0.37
40;0.26;0.14;0.39
45;0.29;0.11;0.59
50;0.33;0.11;0.70
55;0.38;0.12;0.81
60;0.43;0.13;0.98
65;0.47;0.13;1.07
70;0.51;0.14;1.18
75;0.66;0.15;1.63
80;0.64;0.15;1.57
85;0.69;0.14;1.75
90;0.82;0.19;1.99
95;0.85;0.16;2.19
100;0.91;0.16;2.39
105;1.06;0.18;2.81
110;1.11;0.18;2.98
115;1.19;0.17;3.26
120;1.38;0.19;3.79
125;1.46;0.19;4.03
130;1.56;0.20;4.34
135;1.81;0.20;5.12
140;1.92;0.20;5.46
145;2.13;0.21;6.10
150;2.38;0.22;6.86
155;2.52;0.21;7.32
160;2.79;0.22;8.13
165;3.03;0.23;8.88
170;3.15;0.22;9.28
175;3.40;0.23;10.04
180;3.58;0.24;10.60
185;3.64;0.23;10.81
190;3.84;0.24;11.42
195;3.96;0.24;11.81
200;3.98;0.24;11.87
205;4.14;0.24;12.38
210;4.23;0.25;12.63
215;4.29;0.25;12.82
220;4.36;0.25;13.06
225;4.42;0.24;13.27
230;4.48;0.25;13.44
235;4.54;0.25;13.61
240;4.58;0.25;13.73
245;4.64;0.25;13.93
250;4.68;0.25;14.06
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.60;0.15;1.44
10;0.18;0.08;0.29
15;0.11;0.06;0.16
20;0.12;0.06;0.19
25;0.15;0.08;0.22
30;0.18;0.08;0.29
35;0.24;0.10;0.45
40;0.25;0.10;0.48
45;0.29;0.11;0.57
50;0.36;0.15;0.65
55;0.38;0.12;0.82
60;0.42;0.13;0.93
65;0.49;0.14;1.12
70;0.53;0.14;1.24
75;0.58;0.14;1.38
80;0.65;0.15;1.57
85;0.74;0.16;1.85
90;0.77;0.16;1.96
95;0.80;0.16;2.02
100;0.98;0.21;2.44
105;1.01;0.17;2.68
110;1.10;0.18;2.93
115;1.27;0.19;3.43
120;1.33;0.18;3.65
125;1.48;0.20;4.08
130;1.66;0.20;4.64
135;1.74;0.20;4.92
140;1.96;0.21;5.57
145;2.18;0.22;6.24
150;2.30;0.21;6.63
155;2.58;0.22;7.48
160;2.82;0.22;8.24
165;2.94;0.22;8.63
170;3.22;0.23;9.46
175;3.42;0.23;10.10
180;3.49;0.22;10.40
185;3.71;0.24;11.03
190;3.86;0.26;11.42
195;3.93;0.24;11.70
200;4.06;0.24;12.10
205;4.14;0.24;12.38
210;4.21;0.24;12.60
215;4.30;0.24;12.86
220;4.32;0.23;12.97
225;4.42;0.25;13.25
230;4.49;0.25;13.45
235;4.53;0.25;13.58
240;4.59;0.25;13.78
245;4.64;0.25;13.93
250;4.68;0.25;14.07
255;4.73;0.25;14.21
0;2.12;0.21;6.07
5;0.55;0.14;1.29
10;0.16;0.09;0.20
15;0.11;0.06;0.16
20;0.12;0.06;0.17
25;0.14;0.02;0.37
30;0.19;0.08;0.33
35;0.22;0.09;0.39
40;0.24;0.10;0.47
45;0.32;0.11;0.65
50;0.33;0.11;0.70
55;0.37;0.12;0.81
60;0.45;0.17;0.88
65;0.48;0.13;1.10
70;0.52;0.14;1.21
