PWM;VTotal;VDiodo;CDiodo
75;0.61;0.15;1.46
80;0.65;0.15;1.58
85;0.70;0.15;1.74
90;0.79;0.16;2.00
95;0.93;0.17;2.44
100;0.92;0.17;2.41
105;1.03;0.18;2.72
110;1.17;0.19;3.12
115;1.21;0.18;3.27
120;1.36;0.19;3.72
125;1.52;0.20;4.20
130;1.58;0.19;4.42
135;1.79;0.21;5.04
140;2.00;0.23;5.62
145;2.09;0.21;5.99
150;2.36;0.22;6.80
155;2.61;0.25;7.48
160;2.72;0.22;7.93
165;3.02;0.23;8.84
170;3.24;0.25;9.48
175;3.32;0.21;9.88
180;3.57;0.24;10.57
185;3.73;0.26;11.00
190;3.81;0.24;11.33
195;3.96;0.24;11.79
200;4.07;0.24;12.13
205;4.13;0.25;12.34
210;4.22;0.25;12.61
215;4.25;0.23;12.74
220;4.36;0.25;13.05
225;4.43;0.25;13.27
230;4.47;0.25;13.41
235;4.54;0.25;13.59
240;4.59;0.25;13.78
245;4.64;0.25;13.92
250;4.68;0.25;14.06
255;4.73;0.25;14.20
0;2.12;0.21;6.05
5;0.62;0.15;1.49
10;0.18;0.09;0.28
15;0.11;0.06;0.14
20;0.12;0.07;0.14
25;0.15;0.08;0.23
30;0.18;0.08;0.29
35;0.21;0.05;0.51
40;0.26;0.10;0.50
45;0.29;0.11;0.59
50;0.32;0.12;0.65
55;0.43;0.13;0.93
60;0.43;0.13;0.93
65;0.46;0.13;1.06
70;0.55;0.15;1.29
75;0.59;0.15;1.40
80;0.64;0.15;1.54
85;0.73;0.16;1.82
90;0.79;0.16;1.99
95;0.84;0.17;2.14
100;0.95;0.18;2.45
105;1.10;0.18;2.93
110;1.10;0.18;2.93
115;1.25;0.19;3.37
120;1.40;0.19;3.85
125;1.45;0.19;3.99
130;1.64;0.20;4.58
135;1.83;0.21;5.14
140;1.91;0.20;5.42
145;2.16;0.22;6.18
150;2.39;0.22;6.87
155;2.50;0.22;7.25
160;2.80;0.23;8.16
165;3.04;0.24;8.89
170;3.13;0.22;9.23
175;3.41;0.24;10.07
180;3.59;0.24;10.61
185;3.69;0.24;10.94
190;3.85;0.24;11.44
195;3.91;0.24;11.64
200;4.05;0.25;12.06
205;4.14;0.25;12.37
210;4.16;0.23;12.47
215;4.29;0.25;12.82
220;4.37;0.25;13.06
225;4.41;0.25;13.22
230;4.48;0.25;13.42
235;4.54;0.25;13.61
240;4.58;0.25;13.75
245;4.63;0.25;13.90
250;4.68;0.25;14.06
255;4.73;0.25;14.20
0;2.12;0.21;6.07
5;0.59;0.15;1.41
10;0.17;0.08;0.28
15;0.11;0.07;0.12
20;0.12;0.07;0.17
25;0.15;0.08;0.22
30;0.18;0.08;0.29
35;0.22;0.10;0.39
40;0.25;0.10;0.47
45;0.28;0.08;0.65
50;0.35;0.12;0.73
55;0.38;0.12;0.81
60;0.42;0.13;0.90
65;0.51;0.16;1.10
70;0.53;0.14;1.23
75;0.57;0.15;1.35
80;0.67;0.16;1.63
85;0.71;0.16;1.77
90;0.76;0.16;1.91
95;0.88;0.17;2.25
100;0.95;0.17;2.47
105;1.01;0.18;2.64
110;1.14;0.19;3.04
115;1.25;0.19;3.37
120;1.31;0.19;3.58
125;1.50;0.20;4.13
130;1.69;0.20;4.73
135;1.74;0.20;4.87
140;1.97;0.21;5.60
145;2.19;0.22;6.28
150;2.28;0.20;6.63
155;2.59;0.22;7.49
160;2.83;0.23;8.24
165;2.92;0.22;8.56
170;3.23;0.24;9.48
175;3.43;0.24;10.12
180;3.54;0.24;10.49
185;3.72;0.24;11.03
190;3.80;0.24;11.30
195;3.94;0.25;11.73
200;4.06;0.25;12.09
205;4.08;0.23;12.21
210;4.22;0.25;12.58
215;4.30;0.25;12.83
220;4.35;0.26;12.97
225;4.43;0.26;13.24
230;4.49;0.25;13.44
235;4.54;0.26;13.58
240;4.59;0.26;13.75
245;4.64;0.25;13.92
250;4.68;0.25;14.04
255;4.72;0.25;14.18
0;2.12;0.21;6.08
5;0.57;0.14;1.35
10;0.17;0.08;0.28
15;0.11;0.06;0.14
20;0.12;0.07;0.16
25;0.16;0.10;0.19
30;0.18;0.09;0.29
35;0.22;0.09;0.39
40;0.23;0.10;0.43
45;0.30;0.11;0.61
50;0.33;0.12;0.68
55;0.37;0.11;0.82
60;0.45;0.13;1.01
65;0.47;0.13;1.09
70;0.51;0.14;1.19
75;0.62;0.19;1.37
80;0.65;0.15;1.58
85;0.69;0.15;1.71
90;0.81;0.17;2.05
95;0.86;0.16;2.20
100;0.91;0.17;2.37
105;1.06;0.18;2.79
110;1.12;0.18;3.01
115;1.20;0.18;3.24
120;1.38;0.19;3.77
125;1.47;0.19;4.08
130;1.57;0.16;4.50
135;1.81;0.20;5.10
140;1.94;0.20;5.52
145;2.08;0.20;5.97
150;2.38;0.22;6.86
155;2.55;0.22;7.40
160;2.71;0.22;7.90
165;3.03;0.23;8.88
170;3.19;0.23;9.39
175;3.38;0.23;9.98
180;3.57;0.24;10.58
185;3.67;0.23;10.91
190;3.83;0.24;11.40
195;3.96;0.24;11.79
200;3.99;0.24;11.92
205;4.14;0.24;12.37
210;4.23;0.24;12.65
215;4.27;0.24;12.77
220;4.36;0.24;13.06
225;4.43;0.24;13.28
230;4.48;0.24;13.44
235;4.54;0.25;13.61
240;4.59;0.24;13.81
245;4.64;0.25;13.93
250;4.68;0.25;14.07
255;4.73;0.25;14.21
0;2.12;0.20;6.10
5;0.61;0.14;1.49
10;0.18;0.08;0.31
15;0.11;0.06;0.16
20;0.17;0.07;0.33
25;0.15;0.07;0.23
30;0.18;0.08;0.31
35;0.21;0.09;0.36
40;0.26;0.10;0.51
45;0.29;0.10;0.59
50;0.32;0.11;0.68
55;0.39;0.12;0.87
60;0.42;0.12;0.95
65;0.46;0.08;1.21
70;0.58;0.14;1.40
75;0.58;0.14;1.41
80;0.63;0.14;1.54
85;0.74;0.16;1.86
90;0.78;0.15;1.99
95;0.84;0.16;2.16
100;0.96;0.17;2.51
105;1.03;0.17;2.73
110;1.09;0.17;2.93
115;1.26;0.19;3.41
120;1.34;0.18;3.69
125;1.44;0.16;4.07
130;1.65;0.20;4.62
135;1.76;0.20;4.98
140;1.89;0.20;5.38
145;2.17;0.21;6.22
150;2.32;0.21;6.70
155;2.48;0.22;7.20
160;2.81;0.22;8.19
165;2.97;0.22;8.72
170;3.19;0.23;9.40
175;3.41;0.24;10.07
180;3.52;0.23;10.43
185;3.70;0.24;11.00
190;3.85;0.24;11.45
195;3.89;0.24;11.58
200;4.05;0.24;12.07
205;4.14;0.24;12.38
210;4.16;0.24;12.44
215;4.30;0.25;12.85
220;4.37;0.25;13.08
225;4.42;0.25;13.25
230;4.48;0.25;13.44
235;4.54;0.25;13.62
240;4.58;0.25;13.76
245;4.63;0.25;13.90
250;4.68;0.25;14.04
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.59;0.14;1.41
10;0.17;0.08;0.29
15;0.12;0.06;0.17
20;0.12;0.06;0.19
25;0.15;0.07;0.23
30;0.20;0.10;0.29
35;0.22;0.09;0.40
40;0.25;0.10;0.48
45;0.28;0.11;0.54
50;0.34;0.11;0.73
55;0.38;0.12;0.81
60;0.41;0.12;0.92
65;0.49;0.13;1.15
70;0.52;0.14;1.23
75;0.57;0.13;1.40
80;0.68;0.17;1.64
85;0.70;0.15;1.75
90;0.76;0.16;1.91
95;0.89;0.17;2.30
100;0.93;0.17;2.44
105;1.00;0.17;2.64
110;1.16;0.18;3.10
115;1.22;0.18;3.30
120;1.30;0.16;3.63
125;1.51;0.20;4.17
130;1.60;0.19;4.47
135;1.72;0.20;4.84
140;1.98;0.21;5.62
145;2.11;0.21;6.05
150;2.32;0.22;6.67
155;2.59;0.22;7.51
160;2.74;0.22;8.01
165;3.00;0.23;8.78
170;3.23;0.23;9.50
175;3.34;0.23;9.88
180;3.56;0.24;10.54
185;3.72;0.24;11.03
190;3.78;0.24;11.23
195;3.95;0.24;11.76
200;4.06;0.25;12.10
205;4.08;0.24;12.18
210;4.22;0.25;12.60
215;4.30;0.25;12.85
220;4.35;0.25;13.03
225;4.42;0.25;13.24
230;4.49;0.25;13.44
235;4.54;0.25;13.59
240;4.59;0.25;13.76
245;4.61;0.25;13.82
250;4.69;0.25;14.07
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.56;0.14;1.33
10;0.17;0.08;0.26
15;0.11;0.06;0.16
20;0.12;0.06;0.17
25;0.21;0.08;0.42
30;0.18;0.08;0.31
35;0.21;0.09;0.37
40;0.26;0.11;0.48
45;0.30;0.11;0.61
50;0.33;0.12;0.68
55;0.32;0.12;0.64
60;0.43;0.13;0.98
65;0.47;0.13;1.07
70;0.51;0.13;1.23
75;0.65;0.15;1.60
80;0.64;0.15;1.57
85;0.69;0.11;1.85
90;0.82;0.17;2.06
95;0.85;0.16;2.19
100;0.91;0.17;2.37
105;1.06;0.18;2.81
110;1.11;0.17;2.99
115;1.19;0.14;3.35
120;1.38;0.19;3.77
125;1.46;0.19;4.05
130;1.57;0.19;4.39
135;1.81;0.21;5.09
140;1.93;0.20;5.48
145;2.06;0.21;5.88
150;2.38;0.22;6.84
155;2.52;0.22;7.32
160;2.78;0.22;8.10
165;3.03;0.23;8.88
170;3.16;0.23;9.29
175;3.39;0.23;10.02
180;3.58;0.24;10.60
185;3.65;0.23;10.83
190;3.84;0.24;11.40
195;3.96;0.24;11.81
200;3.98;0.24;11.89
205;4.14;0.24;12.37
210;4.23;0.26;12.60
215;4.29;0.25;12.82
220;4.36;0.25;13.06
225;4.43;0.25;13.27
230;4.48;0.25;13.44
235;4.54;0.25;13.61
240;4.56;0.25;13.67
245;4.63;0.25;13.92
250;4.68;0.25;14.07
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.60;0.14;1.46
10;0.18;0.08;0.29
15;0.11;0.06;0.16
20;0.13;0.06;0.20
25;0.15;0.07;0.23
30;0.18;0.08;0.31
35;0.28;0.10;0.57
40;0.25;0.10;0.50
45;0.29;0.11;0.57
50;0.35;0.12;0.73
55;0.38;0.12;0.82
60;0.42;0.12;0.95
65;0.48;0.14;1.09
70;0.54;0.14;1.27
75;0.58;0.14;1.38
80;0.59;0.15;1.40
85;0.78;0.16;1.97
90;0.77;0.16;1.96
95;0.83;0.16;2.13
100;0.98;0.19;2.50
105;1.02;0.17;2.70
110;1.08;0.17;2.87
115;1.27;0.19;3.44
120;1.33;0.18;3.65
125;1.46;0.19;4.03
130;1.66;0.20;4.64
135;1.74;0.20;4.92
140;1.95;0.21;5.54
145;2.17;0.21;6.24
150;2.30;0.21;6.63
155;2.57;0.22;7.46
160;2.82;0.22;8.22
165;2.94;0.22;8.64
170;3.22;0.23;9.46
175;3.42;0.23;10.10
180;3.49;0.23;10.36
185;3.71;0.24;11.02
190;3.85;0.24;11.45
195;3.89;0.24;11.58
200;4.05;0.24;12.09
205;4.15;0.24;12.40
210;4.21;0.24;12.60
215;4.30;0.25;12.85
220;4.33;0.24;12.96
225;4.42;0.25;13.25
230;4.49;0.25;13.45
235;4.50;0.25;13.50
240;4.59;0.25;13.78
245;4.64;0.25;13.93
250;4.68;0.25;14.06
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.58;0.14;1.38
10;0.17;0.06;0.33
15;0.11;0.06;0.14
20;0.12;0.06;0.17
25;0.14;0.07;0.22
30;0.19;0.08;0.34
35;0.22;0.09;0.39
40;0.25;0.10;0.48
45;0.32;0.12;0.62
50;0.34;0.11;0.71
55;0.37;0.12;0.81
60;0.44;0.13;0.99
65;0.48;0.13;1.10
70;0.52;0.14;1.23
75;0.60;0.15;1.43
80;0.65;0.15;1.61
85;0.70;0.15;1.74
90;0.77;0.16;1.96
95;0.90;0.17;2.31
100;0.92;0.17;2.41
105;1.01;0.17;2.65
110;1.17;0.22;3.01
115;1.21;0.18;3.27
120;1.35;0.19;3.69
125;1.52;0.22;4.13
130;1.59;0.19;4.44
135;1.79;0.20;5.04
140;1.99;0.21;5.68
145;2.10;0.21;6.00
150;2.36;0.22;6.80
155;2.60;0.22;7.56
160;2.72;0.22;7.96
165;3.01;0.23;8.83
170;3.24;0.23;9.53
175;3.32;0.22;9.84
180;3.57;0.24;10.57
185;3.72;0.24;11.06
190;3.77;0.24;11.20
195;3.95;0.24;11.78
200;4.06;0.25;12.10
205;4.13;0.24;12.34
210;4.22;0.24;12.63
215;4.26;0.24;12.75
220;4.36;0.25;13.05
225;4.43;0.25;13.27
230;4.44;0.24;13.33
235;4.54;0.25;13.61
240;4.59;0.25;13.78
245;4.63;0.25;13.92
250;4.68;0.25;14.07
255;4.73;0.25;14.21
0;2.12;0.21;6.08
5;0.56;0.14;1.35
10;0.17;0.08;0.28
15;0.11;0.06;0.16
20;0.12;0.06;0.19
25;0.15;0.07;0.23
30;0.18;0.08;0.31
35;0.21;0.09;0.39
40;0.27;0.10;0.53
45;0.29;0.11;0.59
50;0.33;0.11;0.68
55;0.41;0.14;0.85
60;0.43;0.13;0.95
65;0.46;0.13;1.07
70;0.55;0.14;1.29
75;0.59;0.14;1.41
80;0.64;0.14;1.57
85;0.72;0.16;1.80
90;0.80;0.16;2.03
95;0.85;0.16;2.19
100;0.94;0.17;2.44
105;1.07;0.18;2.84
110;1.10;0.17;2.96
115;1.24;0.19;3.35
120;1.39;0.20;3.80
125;1.45;0.19;4.00
130;1.63;0.20;4.56
135;1.82;0.24;5.01
140;1.91;0.20;5.42
145;2.16;0.21;6.19
150;2.39;0.25;6.80
155;2.50;0.22;7.26
160;2.80;0.22;8.16
165;3.04;0.23;8.91
170;3.13;0.21;9.29
175;3.40;0.23;10.05
180;3.58;0.26;10.55
185;3.64;0.24;10.80
190;3.85;0.24;11.44
195;3.96;0.24;11.81
200;4.04;0.24;12.06
205;4.14;0.24;12.37
210;4.17;0.24;12.47
215;4.29;0.25;12.83
220;4.36;0.25;13.06
225;4.37;0.25;13.10
230;4.48;0.25;13.44
235;4.54;0.25;13.62
240;4.58;0.25;13.76
245;4.64;0.25;13.93
250;4.68;0.25;14.06
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.59;0.14;1.43
10;0.17;0.08;0.28
15;0.06;0.07;-0.05
20;0.12;0.06;0.19
25;0.15;0.07;0.23
30;0.18;0.06;0.37
35;0.22;0.09;0.40
40;0.25;0.10;0.50
45;0.28;0.11;0.56
50;0.41;0.12;0.90
55;0.38;0.12;0.81
60;0.42;0.13;0.92
65;0.50;0.14;1.15
70;0.53;0.14;1.24
75;0.57;0.14;1.37
80;0.66;0.16;1.61
85;0.72;0.16;1.78
90;0.77;0.16;1.94
95;0.87;0.17;2.23
100;1.01;0.17;2.67
105;1.01;0.17;2.65
110;1.14;0.18;3.04
115;1.30;0.19;3.54
120;1.32;0.18;3.62
125;1.50;0.20;4.13
130;1.68;0.20;4.69
135;1.74;0.20;4.89
140;1.97;0.21;5.59
145;2.19;0.22;6.25
150;2.29;0.21;6.59
155;2.58;0.22;7.49
160;2.83;0.23;8.24
165;2.93;0.20;8.67
170;3.22;0.23;9.48
175;3.42;0.26;10.02
180;3.49;0.23;10.33
185;3.72;0.24;11.05
190;3.85;0.24;11.45
195;3.94;0.24;11.75
200;4.05;0.24;12.09
205;4.09;0.24;12.23
210;4.21;0.24;12.60
215;4.30;0.25;12.85
220;4.31;0.25;12.89
225;4.42;0.25;13.25
230;4.49;0.25;13.45
235;4.54;0.25;13.61
240;4.59;0.25;13.78
245;4.64;0.26;13.90
250;4.68;0.25;14.06
255;4.72;0.25;14.18
0;2.12;0.21;6.08
5;0.57;0.14;1.35
10;0.18;0.08;0.31
15;0.11;0.06;0.16
20;0.12;0.06;0.17
25;0.10;0.09;0.02
30;0.19;0.08;0.33
35;0.22;0.09;0.39
40;0.24;0.08;0.53
45;0.30;0.11;0.62
50;0.33;0.11;0.70
55;0.37;0.12;0.79
60;0.46;0.14;1.04
65;0.47;0.13;1.09
70;0.51;0.14;1.19
75;0.61;0.15;1.47
80;0.65;0.15;1.58
85;0.69;0.15;1.72
90;0.80;0.16;2.03
95;0.87;0.16;2.23
100;0.92;0.17;2.39
105;1.05;0.18;2.76
110;1.14;0.18;3.06
115;1.20;0.18;3.26
120;1.37;0.19;3.77
125;1.49;0.19;4.14
130;1.58;0.19;4.41
135;1.80;0.20;5.09
140;2.01;0.20;5.74
145;2.08;0.21;5.96
150;2.37;0.22;6.84
155;2.61;0.22;7.59
160;2.71;0.21;7.94
165;3.02;0.23;8.86
170;3.24;0.23;9.54
175;3.32;0.23;9.79
180;3.57;0.24;10.58
185;3.72;0.23;11.06
190;3.83;0.24;11.37
195;3.96;0.24;11.79
200;4.00;0.24;11.93
205;4.13;0.24;12.35
210;4.23;0.24;12.65
215;4.24;0.24;12.68
220;4.36;0.25;13.05
225;4.43;0.25;13.27
230;4.48;0.25;13.42
235;4.54;0.25;13.61
240;4.59;0.26;13.75
245;4.64;0.25;13.92
250;4.68;0.25;14.07
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.61;0.14;1.49
10;0.18;0.08;0.29
15;0.11;0.06;0.16
20;0.15;0.07;0.26
25;0.15;0.07;0.23
30;0.18;0.08;0.29
35;0.16;0.09;0.22
40;0.25;0.10;0.48
45;0.29;0.11;0.57
50;0.32;0.11;0.68
55;0.40;0.12;0.87
60;0.42;0.13;0.93
65;0.46;0.12;1.09
70;0.56;0.15;1.30
75;0.58;0.14;1.40
80;0.63;0.14;1.55
85;0.74;0.16;1.86
90;0.78;0.16;1.99
95;0.84;0.16;2.14
100;0.96;0.17;2.51
105;1.03;0.17;2.72
110;1.09;0.17;2.93
115;1.26;0.19;3.40
120;1.34;0.18;3.69
125;1.44;0.19;3.97
130;1.65;0.20;4.61
135;1.77;0.20;5.00
140;1.90;0.16;5.51
145;2.17;0.22;6.21
150;2.33;0.21;6.72
155;2.49;0.22;7.22
160;2.81;0.22;8.21
165;2.97;0.22;8.72
170;3.19;0.23;9.39
175;3.41;0.23;10.09
180;3.52;0.23;10.43
185;3.70;0.24;10.99
190;3.85;0.24;11.45
195;3.89;0.24;11.58
200;4.05;0.24;12.07
205;4.14;0.25;12.37
210;4.19;0.24;12.52
215;4.29;0.25;12.83
220;4.37;0.25;13.08
225;4.42;0.25;13.24
230;4.49;0.25;13.45
235;4.54;0.25;13.61
240;4.59;0.25;13.76
245;4.64;0.25;13.92
250;4.68;0.25;14.04
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.58;0.14;1.40
10;0.17;0.08;0.26
15;0.11;0.06;0.16
20;0.12;0.06;0.17
25;0.15;0.07;0.23
30;0.20;0.10;0.31
35;0.22;0.09;0.39
40;0.25;0.10;0.47
45;0.29;0.11;0.57
50;0.34;0.12;0.70
55;0.38;0.12;0.81
60;0.39;0.13;0.84
65;0.49;0.14;1.13
70;0.52;0.14;1.23
75;0.57;0.13;1.38
80;0.68;0.16;1.66
85;0.70;0.16;1.74
90;0.76;0.16;1.91
95;0.89;0.17;2.30
100;0.93;0.17;2.44
105;1.00;0.17;2.62
110;1.16;0.18;3.10
115;1.22;0.18;3.30
120;1.31;0.14;3.72
125;1.51;0.20;4.17
130;1.60;0.19;4.48
135;1.72;0.20;4.84
140;1.98;0.21;5.62
145;2.11;0.21;6.04
150;2.33;0.22;6.70
155;2.59;0.22;7.51
160;2.74;0.22;7.99
165;3.00;0.23;8.80
170;3.23;0.23;9.50
175;3.34;0.23;9.88
180;3.56;0.24;10.54
185;3.72;0.24;11.03
190;3.77;0.24;11.22
195;3.95;0.25;11.75
200;4.06;0.25;12.09
205;4.08;0.24;12.18
210;4.22;0.25;12.60
215;4.30;0.25;12.86
220;4.35;0.25;13.02
225;4.42;0.25;13.24
230;4.49;0.25;13.44
235;4.54;0.25;13.59
240;4.59;0.25;13.76
245;4.61;0.25;13.82
250;4.68;0.25;14.06
255;4.73;0.25;14.20
0;2.12;0.21;6.08
5;0.56;0.15;1.32
10;0.17;0.08;0.28
15;0.11;0.06;0.14
20;0.12;0.06;0.17
25;0.21;0.08;0.39
30;0.18;0.09;0.29
35;0.22;0.09;0.39
40;0.26;0.11;0.48
45;0.30;0.11;0.59
50;0.33;0.12;0.68
55;0.33;0.13;0.64
60;0.43;0.13;0.96
65;0.47;0.14;1.06
70;0.51;0.13;1.21
75;0.65;0.15;1.60
80;0.64;0.15;1.55
85;0.69;0.12;1.82
90;0.82;0.17;2.06
95;0.85;0.17;2.17
100;0.91;0.17;2.37
105;1.06;0.18;2.79
110;1.11;0.18;2.98
115;1.19;0.14;3.35
120;1.38;0.20;3.77
125;1.46;0.19;4.03
130;1.57;0.20;4.36
135;1.81;0.21;5.09
140;1.93;0.21;5.46
145;2.12;0.22;6.05
150;2.38;0.22;6.84
155;2.52;0.22;7.31
160;2.78;0.23;8.10
165;3.03;0.23;8.86
170;3.15;0.23;9.28
175;3.39;0.24;10.01
180;3.58;0.24;10.58
185;3.65;0.24;10.80
190;3.84;0.25;11.40
195;3.96;0.25;11.78
200;3.98;0.25;11.85
205;4.14;0.25;12.34
210;4.23;0.26;12.58
215;4.29;0.25;12.80
220;4.36;0.25;13.05
225;4.43;0.25;13.27
230;4.48;0.25;13.41
235;4.54;0.25;13.61
240;4.56;0.25;13.67
245;4.63;0.26;13.89
250;4.68;0.26;14.04
255;4.73;0.26;14.18
0;2.12;0.21;6.07
5;0.60;0.15;1.44
10;0.18;0.08;0.29
15;0.11;0.06;0.16
20;0.13;0.07;0.19
25;0.15;0.08;0.22
30;0.18;0.09;0.28
35;0.27;0.10;0.53
40;0.25;0.10;0.48
45;0.29;0.11;0.57
50;0.35;0.12;0.73
55;0.38;0.13;0.81
60;0.42;0.13;0.92
65;0.47;0.14;1.07
70;0.54;0.14;1.27
75;0.58;0.15;1.37
80;0.63;0.15;1.51
85;0.78;0.16;1.96
90;0.77;0.16;1.94
95;0.83;0.16;2.14
100;0.98;0.18;2.54
105;1.02;0.18;2.67
110;1.08;0.18;2.85
115;1.27;0.19;3.43
120;1.33;0.19;3.63
125;1.47;0.20;4.03
130;1.66;0.21;4.62
135;1.74;0.20;4.90
140;1.96;0.21;5.54
145;2.18;0.22;6.24
150;2.30;0.22;6.61
155;2.57;0.23;7.43
160;2.82;0.23;8.21
165;2.94;0.22;8.63
170;3.21;0.24;9.43
175;3.42;0.24;10.09
180;3.49;0.23;10.35
185;3.71;0.24;11.02
190;3.86;0.25;11.45
195;3.89;0.25;11.54
200;4.06;0.25;12.09
205;4.15;0.25;12.38
210;4.21;0.25;12.58
215;4.30;0.25;12.83
220;4.33;0.25;12.94
225;4.42;0.25;13.24
230;4.49;0.26;13.42
235;4.53;0.25;13.56
240;4.59;0.26;13.75
245;4.64;0.26;13.90
250;4.68;0.26;14.04
255;4.73;0.26;14.18
0;2.13;0.21;6.08
5;0.58;0.15;1.37
10;0.17;0.11;0.17
15;0.11;0.06;0.16
20;0.12;0.07;0.16
25;0.14;0.04;0.33
30;0.19;0.09;0.31
35;0.22;0.10;0.37
40;0.24;0.10;0.45
45;0.35;0.12;0.71
50;0.34;0.12;0.68
55;0.37;0.13;0.78
60;0.45;0.14;0.99
65;0.48;0.14;1.09
70;0.52;0.14;1.19
75;0.60;0.15;1.43
80;0.65;0.15;1.60
85;0.70;0.16;1.72
90;0.78;0.17;1.96
95;0.91;0.17;2.36
100;0.92;0.17;2.39
105;1.02;0.18;2.67
110;1.17;0.21;3.06
115;1.21;0.18;3.27
120;1.35;0.20;3.68
125;1.52;0.23;4.10
130;1.59;0.20;4.42
135;1.79;0.21;5.03
140;1.99;0.22;5.63
145;2.10;0.21;5.99
150;2.36;0.22;6.80
155;2.60;0.23;7.53
160;2.72;0.22;7.93
165;3.01;0.23;8.81
170;3.23;0.24;9.50
175;3.32;0.23;9.81
180;3.57;0.24;10.55
185;3.73;0.25;11.05
190;3.77;0.24;11.19
195;3.95;0.25;11.76
200;4.07;0.25;12.10
205;4.13;0.25;12.30
210;4.22;0.25;12.61
215;4.29;0.25;12.83
220;4.35;0.25;13.02
225;4.43;0.25;13.25
230;4.44;0.25;13.30
235;4.54;0.25;13.59
240;4.59;0.26;13.75
245;4.63;0.25;13.90
250;4.68;0.26;14.04
255;4.73;0.26;14.18
0;2.12;0.21;6.07
5;0.54;0.15;1.26
10;0.17;0.08;0.26
15;0.11;0.06;0.14
20;0.12;0.02;0.29
25;0.15;0.08;0.23
30;0.18;0.09;0.29
35;0.21;0.09;0.37
40;0.28;0.11;0.54
45;0.29;0.11;0.59
50;0.33;0.12;0.67
55;0.41;0.15;0.81
60;0.43;0.13;0.95
65;0.47;0.14;1.06
70;0.55;0.15;1.27
75;0.59;0.15;1.41
80;0.64;0.15;1.54
85;0.72;0.16;1.77
90;0.81;0.16;2.05
95;0.85;0.17;2.16
100;0.94;0.18;2.42
105;1.07;0.19;2.81
110;1.10;0.18;2.95
115;1.24;0.19;3.34
120;1.40;0.21;3.79
125;1.45;0.19;3.99
130;1.63;0.20;4.55
135;1.82;0.25;5.00
140;1.91;0.20;5.42
145;2.16;0.22;6.18
150;2.39;0.25;6.80
155;2.51;0.22;7.26
160;2.80;0.23;8.16
165;3.04;0.24;8.88
170;3.13;0.22;9.23
175;3.40;0.24;10.04
180;3.58;0.26;10.55
185;3.64;0.24;10.80
190;3.84;0.24;11.42
195;3.97;0.25;11.81
200;4.04;0.25;12.04
205;4.14;0.25;12.35
210;4.17;0.25;12.46
215;4.29;0.25;12.82
220;4.36;0.25;13.05
225;4.37;0.25;13.08
230;4.48;0.25;13.42
235;4.54;0.25;13.61
240;4.58;0.25;13.75
245;4.64;0.25;13.92
250;4.68;0.25;14.06
255;4.73;0.26;14.18
0;2.12;0.21;6.08
5;0.60;0.15;1.43
10;0.18;0.08;0.29
15;0.06;0.11;-0.16
20;0.12;0.07;0.17
25;0.15;0.08;0.22
30;0.18;0.06;0.36
35;0.22;0.10;0.39
40;0.25;0.10;0.47
45;0.28;0.11;0.56
50;0.41;0.12;0.90
55;0.38;0.12;0.81
60;0.42;0.13;0.92
65;0.50;0.15;1.12
70;0.53;0.14;1.24
75;0.57;0.14;1.37
80;0.66;0.16;1.61
85;0.71;0.16;1.77
90;0.77;0.16;1.92
95;0.87;0.17;2.22
100;0.97;0.17;2.54
105;1.01;0.17;2.65
110;1.14;0.19;3.03
115;1.30;0.19;3.55
120;1.32;0.19;3.60
125;1.50;0.20;4.13
130;1.68;0.21;4.67
135;1.74;0.20;4.87
140;1.97;0.21;5.59
145;2.19;0.22;6.25
150;2.29;0.22;6.58
155;2.58;0.22;7.48
160;2.83;0.24;8.21
165;2.93;0.20;8.67
170;3.22;0.24;9.46
175;3.43;0.25;10.09
180;3.49;0.24;10.32
185;3.72;0.24;11.03
190;3.84;0.24;11.44
195;3.94;0.25;11.73
200;4.06;0.25;12.09
205;4.09;0.24;12.21
210;4.22;0.25;12.60
215;4.30;0.25;12.86
220;4.32;0.25;12.91
225;4.42;0.25;13.24
230;4.49;0.25;13.44
235;4.53;0.25;13.58
240;4.59;0.25;13.76
245;4.64;0.26;13.90
250;4.68;0.26;14.04
255;4.73;0.26;14.18
0;2.12;0.21;6.07
5;0.57;0.15;1.35
10;0.18;0.08;0.31
15;0.11;0.06;0.14
20;0.12;0.06;0.17
25;0.10;0.08;0.06
30;0.19;0.09;0.31
35;0.22;0.09;0.39
40;0.24;0.06;0.59
45;0.30;0.11;0.61
50;0.33;0.12;0.68
55;0.37;0.12;0.78
60;0.46;0.14;1.02
65;0.47;0.14;1.07
70;0.52;0.14;1.19
75;0.61;0.16;1.44
80;0.65;0.15;1.57
85;0.69;0.16;1.71
90;0.80;0.17;2.02
95;0.87;0.17;2.22
100;0.92;0.17;2.41
105;1.05;0.18;2.75
110;1.14;0.18;3.06
115;1.20;0.18;3.24
120;1.37;0.19;3.74
